unit,year,age_band,persons,male,female,pdf_page
ANDHRA PRADESH,2036,70-74,1919,914,1005,238
ANDHRA PRADESH,2026,75-79,1039,452,587,238
ANDHRA PRADESH,2031,75-79,1101,485,617,238
ANDHRA PRADESH,2036,75-79,1277,583,694,238
ANDHRA PRADESH,2026,80+,938,395,543,238
ANDHRA PRADESH,2031,80+,1166,471,695,238
ANDHRA PRADESH,2036,80+,1348,535,813,238
ANDHRA PRADESH,2026,Total,53709,26834,26874,238
ANDHRA PRADESH,2031,Total,54175,27033,27142,238
ANDHRA PRADESH,2036,Total,54252,27029,27223,238
KARNATAKA,2011,0-1,1029,525,504,242
KARNATAKA,2016,0-1,1021,532,489,242
KARNATAKA,2021,0-1,944,491,453,242
KARNATAKA,2011,0-4,5077,2591,2485,242
KARNATAKA,2016,0-4,5034,2624,2410,242
KARNATAKA,2021,0-4,4660,2425,2235,242
KARNATAKA,2011,5-9,5321,2735,2586,242
KARNATAKA,2016,5-9,5060,2589,2471,242
KARNATAKA,2021,5-9,5023,2625,2398,242
KARNATAKA,2011,10-14,5640,2915,2725,242
KARNATAKA,2016,10-14,5327,2743,2584,242
KARNATAKA,2021,10-14,5070,2599,2471,242
KARNATAKA,2011,15-19,5865,3040,2826,242
KARNATAKA,2016,15-19,5663,2932,2731,242
KARNATAKA,2021,15-19,5355,2763,2592,242
KARNATAKA,2011,20-24,5930,3038,2893,242
KARNATAKA,2016,20-24,5901,3060,2841,242
KARNATAKA,2021,20-24,5706,2956,2751,242
KARNATAKA,2011,25-29,5578,2817,2761,242
KARNATAKA,2016,25-29,5920,3038,2882,242
KARNATAKA,2021,25-29,5896,3063,2833,242
KARNATAKA,2011,30-34,4970,2496,2473,242
KARNATAKA,2016,30-34,5542,2799,2743,242
KARNATAKA,2021,30-34,5887,3022,2865,242
KARNATAKA,2011,35-39,4482,2253,2229,242
KARNATAKA,2016,35-39,4918,2462,2456,242
KARNATAKA,2021,35-39,5490,2766,2725,242
KARNATAKA,2011,40-44,3970,2022,1949,242
KARNATAKA,2016,40-44,4417,2207,2210,242
KARNATAKA,2021,40-44,4853,2417,2436,242
KARNATAKA,2011,45-49,3394,1744,1650,242
KARNATAKA,2016,45-49,3886,1966,1920,242
KARNATAKA,2021,45-49,4332,2152,2180,242
KARNATAKA,2011,50-54,2767,1407,1360,242
KARNATAKA,2016,50-54,3284,1671,1613,242
KARNATAKA,2021,50-54,3771,1891,1880,242
KARNATAKA,2011,55-59,2263,1123,1140,242
KARNATAKA,2016,55-59,2637,1325,1312,242
KARNATAKA,2021,55-59,3142,1581,1561,242
KARNATAKA,2011,60-64,1947,943,1004,242
KARNATAKA,2016,60-64,2101,1031,1070,242
KARNATAKA,2021,60-64,2463,1225,1238,242
KARNATAKA,2011,65-69,1542,739,803,242
KARNATAKA,2016,65-69,1728,826,902,242
KARNATAKA,2021,65-69,1884,914,970,242
KARNATAKA,2011,70-74,1199,566,633,242
KARNATAKA,2016,70-74,1286,603,683,242
KARNATAKA,2021,70-74,1467,688,779,242
KARNATAKA,2011,75-79,718,350,368,242
KARNATAKA,2016,75-79,894,410,483,242
KARNATAKA,2021,75-79,986,450,535,242
KARNATAKA,2011,80+,434,188,245,242
KARNATAKA,2016,80+,632,283,349,242
KARNATAKA,2021,80+,858,372,485,242
KARNATAKA,2011,Total,61095,30967,30129,242
KARNATAKA,2016,Total,64229,32567,31661,242
KARNATAKA,2021,Total,66845,33911,32934,242
KARNATAKA,2026,0-1,877,455,422,242
KARNATAKA,2031,0-1,831,430,401,242
KARNATAKA,2036,0-1,797,413,384,242
KARNATAKA,2026,0-4,4328,2247,2081,242
KARNATAKA,2031,0-4,4097,2123,1975,242
KARNATAKA,2036,0-4,3930,2036,1894,242
KARNATAKA,2026,5-9,4656,2429,2226,242
KARNATAKA,2031,5-9,4329,2254,2075,242
KARNATAKA,2036,5-9,4103,2132,1970,242
KARNATAKA,2026,10-14,5035,2637,2399,242
KARNATAKA,2031,10-14,4670,2443,2228,242
KARNATAKA,2036,10-14,4346,2269,2077,242
KARNATAKA,2026,15-19,5103,2622,2482,242
KARNATAKA,2031,15-19,5072,2661,2411,242
KARNATAKA,2036,15-19,4711,2469,2242,242
KARNATAKA,2026,20-24,5407,2791,2616,242
KARNATAKA,2031,20-24,5161,2653,2508,242
KARNATAKA,2036,20-24,5134,2693,2441,242
KARNATAKA,2026,25-29,5708,2963,2745,242
KARNATAKA,2031,25-29,5414,2801,2613,242
KARNATAKA,2036,25-29,5173,2665,2507,242
KARNATAKA,2026,30-34,5869,3051,2818,242
KARNATAKA,2031,30-34,5687,2954,2732,242
KARNATAKA,2036,30-34,5400,2797,2603,242
KARNATAKA,2026,35-39,5837,2989,2848,242
KARNATAKA,2031,35-39,5824,3022,2803,242
KARNATAKA,2036,35-39,5649,2930,2719,242
KARNATAKA,2026,40-44,5424,2719,2705,242
KARNATAKA,2031,40-44,5771,2943,2828,242
KARNATAKA,2036,40-44,5764,2979,2785,242
KARNATAKA,2026,45-49,4767,2362,2405,242
KARNATAKA,2031,45-49,5334,2661,2673,242
KARNATAKA,2036,45-49,5681,2885,2796,242
KARNATAKA,2026,50-54,4213,2076,2138,242
KARNATAKA,2031,50-54,4644,2283,2361,242
KARNATAKA,2036,50-54,5204,2578,2626,242
KARNATAKA,2026,55-59,3618,1796,1823,242
KARNATAKA,2031,55-59,4054,1978,2076,242
KARNATAKA,2036,55-59,4479,2181,2298,242
KARNATAKA,2026,60-64,2948,1470,1479,242
KARNATAKA,2031,60-64,3410,1677,1734,242
KARNATAKA,2036,60-64,3836,1853,1982,242
KARNATAKA,2026,65-69,2227,1096,1132,242
KARNATAKA,2031,65-69,2685,1324,1361,242
KARNATAKA,2036,65-69,3126,1519,1606,242
KARNATAKA,2026,70-74,1620,771,849,242
KARNATAKA,2031,70-74,1935,934,1001,242
KARNATAKA,2036,70-74,2354,1138,1216,242
KARNATAKA,2026,75-79,1148,523,624,242
KARNATAKA,2031,75-79,1288,596,692,242
KARNATAKA,2036,75-79,1560,731,829,242
KARNATAKA,2026,80+,1054,447,606,242
KARNATAKA,2031,80+,1275,534,741,242
KARNATAKA,2036,80+,1499,626,873,242
KARNATAKA,2026,Total,68962,34987,33975,242
KARNATAKA,2031,Total,70652,35840,34812,242
KARNATAKA,2036,Total,71948,36482,35466,242
KERALA,2011,0-1,508,259,250,246
KERALA,2016,0-1,486,248,238,246
KERALA,2021,0-1,464,237,227,246
KERALA,2011,0-4,2534,1290,1244,246
KERALA,2016,0-4,2425,1237,1188,246
KERALA,2021,0-4,2315,1181,1134,246
KERALA,2011,5-9,2599,1325,1275,246
KERALA,2016,5-9,2524,1287,1238,246
KERALA,2021,5-9,2415,1234,1182,246
KERALA,2011,10-14,2706,1379,1327,246
KERALA,2016,10-14,2591,1321,1270,246
KERALA,2021,10-14,2517,1283,1233,246
KERALA,2011,15-19,2680,1350,1330,246
KERALA,2016,15-19,2685,1373,1312,246
KERALA,2021,15-19,2571,1316,1255,246
KERALA,2011,20-24,2639,1284,1355,246
KERALA,2016,20-24,2643,1340,1303,246
KERALA,2021,20-24,2647,1363,1284,246
KERALA,2011,25-29,2585,1210,1375,246
KERALA,2016,25-29,2617,1272,1345,246
KERALA,2021,25-29,2621,1329,1292,246
KERALA,2011,30-34,2526,1157,1369,246
KERALA,2016,30-34,2566,1199,1367,246
KERALA,2021,30-34,2598,1261,1337,246
KERALA,2011,35-39,2509,1144,1366,246
KERALA,2016,35-39,2505,1144,1361,246
KERALA,2021,35-39,2545,1186,1358,246
KERALA,2011,40-44,2441,1127,1314,246
KERALA,2016,40-44,2482,1125,1357,246
KERALA,2021,40-44,2479,1127,1352,246
KERALA,2011,45-49,2262,1066,1196,246
KERALA,2016,45-49,2402,1101,1301,246
KERALA,2021,45-49,2445,1102,1343,246
KERALA,2011,50-54,1989,958,1030,246
KERALA,2016,50-54,2208,1030,1178,246
KERALA,2021,50-54,2349,1067,1282,246
KERALA,2011,55-59,1709,836,873,246
KERALA,2016,55-59,1919,911,1008,246
KERALA,2021,55-59,2136,983,1153,246
KERALA,2011,60-64,1395,673,721,246
KERALA,2016,60-64,1617,775,842,246
KERALA,2021,60-64,1823,849,974,246
KERALA,2011,65-69,1039,483,556,246
KERALA,2016,65-69,1279,600,679,246
KERALA,2021,65-69,1491,696,795,246
KERALA,2011,70-74,879,382,497,246
KERALA,2016,70-74,904,401,503,246
KERALA,2021,70-74,1122,505,617,246
KERALA,2011,75-79,566,237,330,246
KERALA,2016,75-79,700,284,416,246
KERALA,2021,75-79,729,305,424,246
KERALA,2011,80+,347,127,220,246
KERALA,2016,80+,511,192,319,246
KERALA,2021,80+,687,256,432,246
KERALA,2011,Total,33406,16027,17379,246
KERALA,2016,Total,34578,16594,17984,246
KERALA,2021,Total,35489,17043,18447,246
KERALA,2026,0-1,454,232,222,246
KERALA,2031,0-1,441,225,216,246
KERALA,2036,0-1,425,217,208,246
KERALA,2026,0-4,2263,1155,1108,246
KERALA,2031,0-4,2196,1120,1075,246
KERALA,2036,0-4,2121,1082,1038,246
KERALA,2026,5-9,2305,1178,1128,246
KERALA,2031,5-9,2253,1151,1102,246
KERALA,2036,5-9,2186,1117,1069,246
KERALA,2026,10-14,2408,1230,1177,246
KERALA,2031,10-14,2298,1175,1123,246
KERALA,2036,10-14,2246,1148,1098,246
KERALA,2026,15-19,2496,1278,1218,246
KERALA,2031,15-19,2387,1225,1162,246
KERALA,2036,15-19,2277,1169,1108,246
KERALA,2026,20-24,2533,1306,1227,246
KERALA,2031,20-24,2458,1268,1189,246
KERALA,2036,20-24,2349,1216,1133,246
KERALA,2026,25-29,2625,1352,1273,246
KERALA,2031,25-29,2511,1295,1216,246
KERALA,2036,25-29,2436,1258,1179,246
KERALA,2026,30-34,2601,1317,1284,246
KERALA,2031,30-34,2606,1340,1265,246
KERALA,2036,30-34,2493,1284,1208,246
KERALA,2026,35-39,2577,1248,1328,246
KERALA,2031,35-39,2581,1304,1277,246
KERALA,2036,35-39,2586,1328,1258,246
KERALA,2026,40-44,2519,1170,1350,246
KERALA,2031,40-44,2552,1232,1320,246
KERALA,2036,40-44,2557,1288,1269,246
KERALA,2026,45-49,2444,1104,1339,246
KERALA,2031,45-49,2485,1147,1337,246
KERALA,2036,45-49,2518,1209,1309,246
KERALA,2026,50-54,2393,1068,1325,246
KERALA,2031,50-54,2394,1072,1321,246
KERALA,2036,50-54,2436,1116,1320,246
KERALA,2026,55-59,2276,1020,1256,246
KERALA,2031,55-59,2322,1023,1299,246
KERALA,2036,55-59,2326,1029,1297,246
KERALA,2026,60-64,2035,919,1116,246
KERALA,2031,60-64,2174,956,1218,246
KERALA,2036,60-64,2224,962,1261,246
KERALA,2026,65-69,1689,767,922,246
KERALA,2031,65-69,1893,833,1060,246
KERALA,2036,65-69,2031,871,1160,246
KERALA,2026,70-74,1317,591,726,246
KERALA,2031,70-74,1503,656,847,246
KERALA,2036,70-74,1697,719,978,246
KERALA,2026,75-79,914,389,525,246
KERALA,2031,75-79,1083,460,624,246
KERALA,2036,75-79,1249,516,733,246
KERALA,2026,80+,813,304,509,246
KERALA,2031,80+,1000,379,622,246
KERALA,2036,80+,1218,462,756,246
KERALA,2026,Total,36207,17395,18812,246
KERALA,2031,Total,36695,17638,19057,246
KERALA,2036,Total,36949,17775,19174,246
TAMIL NADU,2011,0-1,1074,552,522,250
TAMIL NADU,2016,0-1,1045,548,497,250
TAMIL NADU,2021,0-1,953,497,456,250
TAMIL NADU,2011,0-4,5333,2741,2592,250
TAMIL NADU,2016,0-4,5188,2722,2465,250
TAMIL NADU,2021,0-4,4728,2466,2262,250
TAMIL NADU,2011,5-9,5645,2904,2741,250
TAMIL NADU,2016,5-9,5309,2729,2581,250
TAMIL NADU,2021,5-9,5166,2711,2455,250
TAMIL NADU,2011,10-14,6046,3118,2928,250
TAMIL NADU,2016,10-14,5631,2896,2735,250
TAMIL NADU,2021,10-14,5296,2721,2575,250
TAMIL NADU,2011,15-19,6280,3204,3076,250
TAMIL NADU,2016,15-19,6014,3102,2912,250
TAMIL NADU,2021,15-19,5602,2881,2721,250
TAMIL NADU,2011,20-24,6441,3197,3244,250
TAMIL NADU,2016,20-24,6225,3175,3050,250
TAMIL NADU,2021,20-24,5964,3075,2889,250
TAMIL NADU,2011,25-29,6395,3138,3257,250
TAMIL NADU,2016,25-29,6380,3161,3220,250
TAMIL NADU,2021,25-29,6169,3141,3029,250
TAMIL NADU,2011,30-34,6038,2970,3068,250
TAMIL NADU,2016,30-34,6330,3098,3232,250
TAMIL NADU,2021,30-34,6320,3124,3197,250
TAMIL NADU,2011,35-39,5643,2775,2868,250
TAMIL NADU,2016,35-39,5975,2929,3046,250
TAMIL NADU,2021,35-39,6268,3058,3210,250
TAMIL NADU,2011,40-44,5174,2575,2599,250
TAMIL NADU,2016,40-44,5563,2722,2841,250
TAMIL NADU,2021,40-44,5896,2877,3019,250
TAMIL NADU,2011,45-49,4553,2296,2257,250
TAMIL NADU,2016,45-49,5062,2501,2561,250
TAMIL NADU,2021,45-49,5451,2650,2801,250
TAMIL NADU,2011,50-54,3809,1919,1890,250
TAMIL NADU,2016,50-54,4405,2196,2209,250
TAMIL NADU,2021,50-54,4909,2400,2509,250
TAMIL NADU,2011,55-59,3175,1585,1590,250
TAMIL NADU,2016,55-59,3631,1802,1829,250
TAMIL NADU,2021,55-59,4213,2071,2141,250
TAMIL NADU,2011,60-64,2636,1300,1337,250
TAMIL NADU,2016,60-64,2955,1457,1498,250
TAMIL NADU,2021,60-64,3396,1665,1731,250
TAMIL NADU,2011,65-69,1983,967,1016,250
TAMIL NADU,2016,65-69,2345,1137,1208,250
TAMIL NADU,2021,65-69,2652,1287,1365,250
TAMIL NADU,2011,70-74,1535,745,790,250
TAMIL NADU,2016,70-74,1650,786,865,250
TAMIL NADU,2021,70-74,1981,939,1042,250
TAMIL NADU,2011,75-79,912,458,454,250
TAMIL NADU,2016,75-79,1167,553,614,250
TAMIL NADU,2021,75-79,1282,595,687,250
TAMIL NADU,2011,80+,549,247,303,250
TAMIL NADU,2016,80+,805,377,429,250
TAMIL NADU,2021,80+,1109,505,604,250
TAMIL NADU,2011,Total,72147,36138,36009,250
TAMIL NADU,2016,Total,74635,37342,37294,250
TAMIL NADU,2021,Total,76402,38165,38237,250
TAMIL NADU,2026,0-1,878,455,423,250
TAMIL NADU,2031,0-1,814,419,395,250
TAMIL NADU,2036,0-1,763,393,370,250
TAMIL NADU,2026,0-4,4358,2258,2099,250
TAMIL NADU,2031,0-4,4043,2081,1961,250
TAMIL NADU,2036,0-4,3786,1949,1837,250
TAMIL NADU,2026,5-9,4709,2456,2254,250
TAMIL NADU,2031,5-9,4341,2249,2092,250
TAMIL NADU,2036,5-9,4028,2073,1955,250
TAMIL NADU,2026,10-14,5154,2703,2451,250
TAMIL NADU,2031,10-14,4699,2449,2250,250
TAMIL NADU,2036,10-14,4332,2243,2088,250
TAMIL NADU,2026,15-19,5271,2708,2563,250
TAMIL NADU,2031,15-19,5130,2691,2439,250
TAMIL NADU,2036,15-19,4678,2438,2239,250
TAMIL NADU,2026,20-24,5557,2857,2700,250
TAMIL NADU,2031,20-24,5229,2686,2544,250
TAMIL NADU,2036,20-24,5092,2670,2421,250
TAMIL NADU,2026,25-29,5913,3043,2870,250
TAMIL NADU,2031,25-29,5512,2829,2683,250
TAMIL NADU,2036,25-29,5189,2660,2528,250
TAMIL NADU,2026,30-34,6114,3106,3008,250
TAMIL NADU,2031,30-34,5863,3011,2852,250
TAMIL NADU,2036,30-34,5467,2800,2667,250
TAMIL NADU,2026,35-39,6261,3085,3176,250
TAMIL NADU,2031,35-39,6060,3070,2990,250
TAMIL NADU,2036,35-39,5814,2979,2836,250
TAMIL NADU,2026,40-44,6191,3007,3183,250
TAMIL NADU,2031,40-44,6188,3037,3151,250
TAMIL NADU,2036,40-44,5994,3025,2968,250
TAMIL NADU,2026,45-49,5785,2805,2979,250
TAMIL NADU,2031,45-49,6081,2937,3144,250
TAMIL NADU,2036,45-49,6086,2971,3114,250
TAMIL NADU,2026,50-54,5297,2549,2749,250
TAMIL NADU,2031,50-54,5631,2705,2926,250
TAMIL NADU,2036,50-54,5930,2838,3091,250
TAMIL NADU,2026,55-59,4709,2271,2438,250
TAMIL NADU,2031,55-59,5094,2420,2675,250
TAMIL NADU,2036,55-59,5428,2576,2851,250
TAMIL NADU,2026,60-64,3957,1923,2035,250
TAMIL NADU,2031,60-64,4441,2118,2324,250
TAMIL NADU,2036,60-64,4823,2266,2558,250
TAMIL NADU,2026,65-69,3071,1482,1589,250
TAMIL NADU,2031,65-69,3603,1724,1879,250
TAMIL NADU,2036,65-69,4070,1912,2158,250
TAMIL NADU,2026,70-74,2268,1076,1192,250
TAMIL NADU,2031,70-74,2655,1253,1401,250
TAMIL NADU,2036,70-74,3147,1474,1673,250
TAMIL NADU,2026,75-79,1566,722,844,250
TAMIL NADU,2031,75-79,1818,838,980,250
TAMIL NADU,2036,75-79,2156,988,1168,250
TAMIL NADU,2026,80+,1365,602,763,250
TAMIL NADU,2031,80+,1693,731,962,250
TAMIL NADU,2036,80+,2049,873,1175,250
TAMIL NADU,2026,Total,77546,38654,38892,250
TAMIL NADU,2031,Total,78082,38830,39252,250
TAMIL NADU,2036,Total,78067,38739,39328,250
TELANGANA,2011,0-1,579,298,280,254
TELANGANA,2016,0-1,546,288,258,254
TELANGANA,2021,0-1,527,276,251,254
TELANGANA,2011,0-4,2859,1473,1385,254
TELANGANA,2016,0-4,2697,1424,1273,254
TELANGANA,2021,0-4,2605,1366,1239,254
TELANGANA,2011,5-9,3154,1625,1530,254
TELANGANA,2016,5-9,2841,1464,1377,254
TELANGANA,2021,5-9,2681,1416,1265,254
TELANGANA,2011,10-14,3451,1775,1676,254
TELANGANA,2016,10-14,3144,1619,1525,254
TELANGANA,2021,10-14,2831,1458,1373,254
TELANGANA,2011,15-19,3488,1782,1706,254
TELANGANA,2016,15-19,3430,1765,1665,254
TELANGANA,2021,15-19,3124,1610,1514,254
TELANGANA,2011,20-24,3424,1714,1710,254
TELANGANA,2016,20-24,3451,1766,1685,254
TELANGANA,2021,20-24,3394,1750,1644,254
TELANGANA,2011,25-29,3228,1596,1632,254
TELANGANA,2016,25-29,3387,1694,1693,254
TELANGANA,2021,25-29,3416,1747,1669,254
TELANGANA,2011,30-34,2894,1440,1454,254
TELANGANA,2016,30-34,3190,1572,1617,254
TELANGANA,2021,30-34,3350,1671,1679,254
TELANGANA,2011,35-39,2574,1297,1277,254
TELANGANA,2016,35-39,2852,1411,1441,254
TELANGANA,2021,35-39,3148,1544,1604,254
TELANGANA,2011,40-44,2204,1129,1075,254
TELANGANA,2016,40-44,2526,1264,1262,254
TELANGANA,2021,40-44,2804,1378,1426,254
TELANGANA,2011,45-49,1806,928,878,254
TELANGANA,2016,45-49,2151,1093,1058,254
TELANGANA,2021,45-49,2471,1227,1244,254
TELANGANA,2011,50-54,1452,726,726,254
TELANGANA,2016,50-54,1742,886,857,254
TELANGANA,2021,50-54,2082,1048,1034,254
TELANGANA,2011,55-59,1240,591,649,254
TELANGANA,2016,55-59,1377,679,697,254
TELANGANA,2021,55-59,1659,834,825,254
TELANGANA,2011,60-64,1122,525,596,254
TELANGANA,2016,60-64,1142,536,607,254
TELANGANA,2021,60-64,1277,621,655,254
TELANGANA,2011,65-69,881,422,459,254
TELANGANA,2016,65-69,987,453,534,254
TELANGANA,2021,65-69,1018,469,548,254
TELANGANA,2011,70-74,661,320,340,254
TELANGANA,2016,70-74,729,341,387,254
TELANGANA,2021,70-74,833,375,458,254
TELANGANA,2011,75-79,353,174,179,254
TELANGANA,2016,75-79,496,235,261,254
TELANGANA,2021,75-79,562,257,305,254
TELANGANA,2011,80+,213,94,119,254
TELANGANA,2016,80+,321,144,177,254
TELANGANA,2021,80+,470,207,263,254
TELANGANA,2011,Total,35004,17612,17392,254
TELANGANA,2016,Total,36462,18346,18116,254
TELANGANA,2021,Total,37725,18978,18747,254
TELANGANA,2026,0-1,478,249,229,254
TELANGANA,2031,0-1,432,223,209,254
TELANGANA,2036,0-1,394,203,191,254
TELANGANA,2026,0-4,2361,1228,1134,254
TELANGANA,2031,0-4,2136,1102,1035,254
TELANGANA,2036,0-4,1947,1004,943,254
TELANGANA,2026,5-9,2590,1358,1233,254
TELANGANA,2031,5-9,2348,1220,1128,254
TELANGANA,2036,5-9,2125,1095,1029,254
TELANGANA,2026,10-14,2672,1411,1261,254
TELANGANA,2031,10-14,2582,1353,1229,254
TELANGANA,2036,10-14,2340,1216,1124,254
TELANGANA,2026,15-19,2813,1450,1363,254
TELANGANA,2031,15-19,2655,1403,1252,254
TELANGANA,2036,15-19,2566,1346,1220,254
TELANGANA,2026,20-24,3091,1596,1495,254
TELANGANA,2031,20-24,2783,1438,1345,254
TELANGANA,2036,20-24,2626,1391,1236,254
TELANGANA,2026,25-29,3361,1731,1630,254
TELANGANA,2031,25-29,3062,1579,1482,254
TELANGANA,2036,25-29,2757,1423,1334,254
TELANGANA,2026,30-34,3380,1724,1656,254
TELANGANA,2031,30-34,3328,1710,1618,254
TELANGANA,2036,30-34,3033,1561,1472,254
TELANGANA,2026,35-39,3309,1643,1666,254
TELANGANA,2031,35-39,3342,1697,1644,254
TELANGANA,2036,35-39,3292,1685,1607,254
TELANGANA,2026,40-44,3099,1511,1588,254
TELANGANA,2031,40-44,3261,1610,1651,254
TELANGANA,2036,40-44,3297,1666,1630,254
TELANGANA,2026,45-49,2748,1342,1407,254
TELANGANA,2031,45-49,3042,1473,1568,254
TELANGANA,2036,45-49,3204,1573,1631,254
TELANGANA,2026,50-54,2398,1180,1218,254
TELANGANA,2031,50-54,2672,1293,1379,254
TELANGANA,2036,50-54,2962,1423,1539,254
TELANGANA,2026,55-59,1989,990,999,254
TELANGANA,2031,55-59,2298,1119,1179,254
TELANGANA,2036,55-59,2568,1230,1338,254
TELANGANA,2026,60-64,1547,768,779,254
TELANGANA,2031,60-64,1864,917,948,254
TELANGANA,2036,60-64,2164,1041,1123,254
TELANGANA,2026,65-69,1147,550,598,254
TELANGANA,2031,65-69,1401,685,716,254
TELANGANA,2036,65-69,1700,824,877,254
TELANGANA,2026,70-74,871,393,477,254
TELANGANA,2031,70-74,992,466,526,254
TELANGANA,2036,70-74,1224,586,637,254
TELANGANA,2026,75-79,657,287,369,254
TELANGANA,2031,75-79,697,306,391,254
TELANGANA,2036,75-79,805,367,438,254
TELANGANA,2026,80+,603,256,346,254
TELANGANA,2031,80+,743,303,440,254
TELANGANA,2036,80+,856,340,515,254
TELANGANA,2026,Total,38636,19417,19219,254
TELANGANA,2031,Total,39207,19675,19532,254
TELANGANA,2036,Total,39467,19772,19696,254
NORTH-EAST STATES (Excluding Assam),2011,0-1,314,161,153,258
NORTH-EAST STATES (Excluding Assam),2016,0-1,228,118,110,258
NORTH-EAST STATES (Excluding Assam),2021,0-1,235,122,113,258
NORTH-EAST STATES (Excluding Assam),2011,0-4,1551,794,757,258
NORTH-EAST STATES (Excluding Assam),2016,0-4,1125,584,541,258
NORTH-EAST STATES (Excluding Assam),2021,0-4,1162,602,560,258
NORTH-EAST STATES (Excluding Assam),2011,5-9,1589,812,777,258
NORTH-EAST STATES (Excluding Assam),2016,5-9,1539,788,751,258
NORTH-EAST STATES (Excluding Assam),2021,5-9,1117,580,537,258
NORTH-EAST STATES (Excluding Assam),2011,10-14,1618,825,793,258
NORTH-EAST STATES (Excluding Assam),2016,10-14,1582,808,774,258
NORTH-EAST STATES (Excluding Assam),2021,10-14,1532,785,747,258
NORTH-EAST STATES (Excluding Assam),2011,15-19,1549,783,766,258
NORTH-EAST STATES (Excluding Assam),2016,15-19,1609,820,790,258
NORTH-EAST STATES (Excluding Assam),2021,15-19,1574,803,771,258
NORTH-EAST STATES (Excluding Assam),2011,20-24,1446,725,722,258
NORTH-EAST STATES (Excluding Assam),2016,20-24,1539,777,762,258
NORTH-EAST STATES (Excluding Assam),2021,20-24,1600,814,786,258
NORTH-EAST STATES (Excluding Assam),2011,25-29,1305,657,648,258
NORTH-EAST STATES (Excluding Assam),2016,25-29,1436,718,718,258
NORTH-EAST STATES (Excluding Assam),2021,25-29,1529,770,758,258
NORTH-EAST STATES (Excluding Assam),2011,30-34,1127,572,555,258
NORTH-EAST STATES (Excluding Assam),2016,30-34,1293,649,644,258
NORTH-EAST STATES (Excluding Assam),2021,30-34,1424,711,713,258
NORTH-EAST STATES (Excluding Assam),2011,35-39,979,499,479,258
NORTH-EAST STATES (Excluding Assam),2016,35-39,1115,565,550,258
NORTH-EAST STATES (Excluding Assam),2021,35-39,1280,641,639,258
NORTH-EAST STATES (Excluding Assam),2011,40-44,845,435,410,258
NORTH-EAST STATES (Excluding Assam),2016,40-44,964,490,475,258
NORTH-EAST STATES (Excluding Assam),2021,40-44,1100,555,545,258
NORTH-EAST STATES (Excluding Assam),2011,45-49,703,367,336,258
NORTH-EAST STATES (Excluding Assam),2016,45-49,827,424,404,258
NORTH-EAST STATES (Excluding Assam),2021,45-49,946,478,468,258
NORTH-EAST STATES (Excluding Assam),2011,50-54,551,290,261,258
NORTH-EAST STATES (Excluding Assam),2016,50-54,680,352,328,258
NORTH-EAST STATES (Excluding Assam),2021,50-54,803,408,394,258
NORTH-EAST STATES (Excluding Assam),2011,55-59,413,217,196,258
NORTH-EAST STATES (Excluding Assam),2016,55-59,527,274,252,258
NORTH-EAST STATES (Excluding Assam),2021,55-59,652,335,318,258
NORTH-EAST STATES (Excluding Assam),2011,60-64,312,161,151,258
NORTH-EAST STATES (Excluding Assam),2016,60-64,388,201,186,258
NORTH-EAST STATES (Excluding Assam),2021,60-64,497,256,241,258
NORTH-EAST STATES (Excluding Assam),2011,65-69,229,116,113,258
NORTH-EAST STATES (Excluding Assam),2016,65-69,284,145,139,258
NORTH-EAST STATES (Excluding Assam),2021,65-69,355,182,172,258
NORTH-EAST STATES (Excluding Assam),2011,70-74,186,92,94,258
NORTH-EAST STATES (Excluding Assam),2016,70-74,199,100,99,258
NORTH-EAST STATES (Excluding Assam),2021,70-74,249,126,123,258
NORTH-EAST STATES (Excluding Assam),2011,75-79,101,50,52,258
NORTH-EAST STATES (Excluding Assam),2016,75-79,151,74,77,258
NORTH-EAST STATES (Excluding Assam),2021,75-79,163,81,83,258
NORTH-EAST STATES (Excluding Assam),2011,80+,61,27,34,258
NORTH-EAST STATES (Excluding Assam),2016,80+,103,47,56,258
NORTH-EAST STATES (Excluding Assam),2021,80+,160,74,86,258
NORTH-EAST STATES (Excluding Assam),2011,Total,14567,7422,7145,258
NORTH-EAST STATES (Excluding Assam),2016,Total,15362,7817,7545,258
NORTH-EAST STATES (Excluding Assam),2021,Total,16142,8200,7942,258
NORTH-EAST STATES (Excluding Assam),2026,0-1,240,124,116,258
NORTH-EAST STATES (Excluding Assam),2031,0-1,237,122,115,258
NORTH-EAST STATES (Excluding Assam),2036,0-1,223,115,108,258
NORTH-EAST STATES (Excluding Assam),2026,0-4,1182,611,571,258
NORTH-EAST STATES (Excluding Assam),2031,0-4,1170,605,566,258
NORTH-EAST STATES (Excluding Assam),2036,0-4,1103,569,534,258
NORTH-EAST STATES (Excluding Assam),2026,5-9,1154,598,556,258
NORTH-EAST STATES (Excluding Assam),2031,5-9,1175,608,567,258
NORTH-EAST STATES (Excluding Assam),2036,5-9,1164,601,562,258
NORTH-EAST STATES (Excluding Assam),2026,10-14,1112,577,535,258
NORTH-EAST STATES (Excluding Assam),2031,10-14,1150,596,554,258
NORTH-EAST STATES (Excluding Assam),2036,10-14,1171,606,565,258
NORTH-EAST STATES (Excluding Assam),2026,15-19,1525,781,745,258
NORTH-EAST STATES (Excluding Assam),2031,15-19,1108,575,533,258
