unit,year,age_band,persons,male,female,pdf_page
BIHAR,2011,70-74,1483,836,646,202
BIHAR,2016,70-74,1654,931,723,202
BIHAR,2021,70-74,2005,1006,999,202
BIHAR,2011,75-79,203,119,85,202
BIHAR,2016,75-79,1097,624,473,202
BIHAR,2021,75-79,1257,710,548,202
BIHAR,2011,80+,120,64,56,202
BIHAR,2016,80+,175,96,79,202
BIHAR,2021,80+,713,392,321,202
BIHAR,2011,Total,104099,54278,49821,202
BIHAR,2016,Total,114176,59473,54703,202
BIHAR,2021,Total,123083,64012,59071,202
BIHAR,2026,0-1,2896,1517,1379,202
BIHAR,2031,0-1,2910,1521,1389,202
BIHAR,2036,0-1,2749,1436,1313,202
BIHAR,2026,0-4,14199,7451,6748,202
BIHAR,2031,0-4,14267,7470,6797,202
BIHAR,2036,0-4,13481,7056,6425,202
BIHAR,2026,5-9,13223,6948,6275,202
BIHAR,2031,5-9,13925,7297,6628,202
BIHAR,2036,5-9,13997,7316,6680,202
BIHAR,2026,10-14,13590,7138,6453,202
BIHAR,2031,10-14,13034,6824,6209,202
BIHAR,2036,10-14,13730,7169,6561,202
BIHAR,2026,15-19,13653,6963,6690,202
BIHAR,2031,15-19,13211,6945,6266,202
BIHAR,2036,15-19,12639,6625,6015,202
BIHAR,2026,20-24,13127,6853,6274,202
BIHAR,2031,20-24,13039,6694,6345,202
BIHAR,2036,20-24,12569,6663,5906,202
BIHAR,2026,25-29,11931,6352,5579,202
BIHAR,2031,25-29,12781,6643,6138,202
BIHAR,2036,25-29,12683,6477,6206,202
BIHAR,2026,30-34,9240,4991,4249,202
BIHAR,2031,30-34,11674,6180,5494,202
BIHAR,2036,30-34,12514,6464,6050,202
BIHAR,2026,35-39,7681,3973,3708,202
BIHAR,2031,35-39,9048,4859,4189,202
BIHAR,2036,35-39,11462,6036,5426,202
BIHAR,2026,40-44,7124,3520,3604,202
BIHAR,2031,40-44,7537,3878,3659,202
BIHAR,2036,40-44,8892,4755,4137,202
BIHAR,2026,45-49,6630,3264,3366,202
BIHAR,2031,45-49,6974,3427,3547,202
BIHAR,2036,45-49,7383,3780,3603,202
BIHAR,2026,50-54,5870,2971,2899,202
BIHAR,2031,50-54,6465,3173,3292,202
BIHAR,2036,50-54,6808,3334,3474,202
BIHAR,2026,55-59,4793,2483,2310,202
BIHAR,2031,55-59,5637,2839,2798,202
BIHAR,2036,55-59,6224,3038,3186,202
BIHAR,2026,60-64,3692,1925,1767,202
BIHAR,2031,60-64,4507,2318,2189,202
BIHAR,2036,60-64,5327,2663,2664,202
BIHAR,2026,65-69,2728,1395,1333,202
BIHAR,2031,65-69,3354,1728,1626,202
BIHAR,2036,65-69,4127,2098,2030,202
BIHAR,2026,70-74,2087,1029,1058,202
BIHAR,2031,70-74,2351,1189,1162,202
BIHAR,2036,70-74,2926,1490,1436,202
BIHAR,2026,75-79,1570,781,788,202
BIHAR,2031,75-79,1667,810,857,202
BIHAR,2036,75-79,1907,948,959,202
BIHAR,2026,80+,1128,607,521,202
BIHAR,2031,80+,1570,772,798,202
BIHAR,2036,80+,1905,885,1020,202
BIHAR,2026,Total,132265,68645,63620,202
BIHAR,2031,Total,141041,73045,67996,202
BIHAR,2036,Total,148576,76797,71779,202
ASSAM,2011,0-1,699,355,345,206
ASSAM,2016,0-1,626,327,299,206
ASSAM,2021,0-1,621,323,298,206
ASSAM,2011,0-4,3404,1727,1676,206
ASSAM,2016,0-4,3049,1595,1454,206
ASSAM,2021,0-4,3024,1575,1449,206
ASSAM,2011,5-9,3450,1760,1690,206
ASSAM,2016,5-9,3344,1698,1646,206
ASSAM,2021,5-9,3001,1570,1430,206
ASSAM,2011,10-14,3401,1746,1655,206
ASSAM,2016,10-14,3428,1749,1679,206
ASSAM,2021,10-14,3323,1687,1637,206
ASSAM,2011,15-19,3136,1600,1536,206
ASSAM,2016,15-19,3362,1727,1635,206
ASSAM,2021,15-19,3390,1730,1660,206
ASSAM,2011,20-24,2927,1456,1472,206
ASSAM,2016,20-24,3082,1574,1508,206
ASSAM,2021,20-24,3307,1701,1606,206
ASSAM,2011,25-29,2719,1345,1374,206
ASSAM,2016,25-29,2885,1431,1454,206
ASSAM,2021,25-29,3040,1549,1491,206
ASSAM,2011,30-34,2435,1225,1211,206
ASSAM,2016,30-34,2681,1321,1360,206
ASSAM,2021,30-34,2848,1407,1440,206
ASSAM,2011,35-39,2172,1112,1059,206
ASSAM,2016,35-39,2397,1202,1195,206
ASSAM,2021,35-39,2643,1299,1344,206
ASSAM,2011,40-44,1881,983,897,206
ASSAM,2016,40-44,2128,1085,1043,206
ASSAM,2021,40-44,2354,1176,1179,206
ASSAM,2011,45-49,1554,825,729,206
ASSAM,2016,45-49,1821,947,874,206
ASSAM,2021,45-49,2068,1049,1019,206
ASSAM,2011,50-54,1210,648,562,206
ASSAM,2016,50-54,1488,788,700,206
ASSAM,2021,50-54,1751,908,842,206
ASSAM,2011,55-59,921,489,432,206
ASSAM,2016,55-59,1136,602,534,206
ASSAM,2021,55-59,1406,738,668,206
ASSAM,2011,60-64,728,376,353,206
ASSAM,2016,60-64,844,439,406,206
ASSAM,2021,60-64,1051,547,504,206
ASSAM,2011,65-69,542,275,267,206
ASSAM,2016,65-69,632,322,310,206
ASSAM,2021,65-69,744,383,362,206
ASSAM,2011,70-74,422,214,208,206
ASSAM,2016,70-74,429,212,217,206
ASSAM,2021,70-74,515,256,258,206
ASSAM,2011,75-79,189,103,86,206
ASSAM,2016,75-79,301,144,157,206
ASSAM,2021,75-79,320,150,170,206
ASSAM,2011,80+,113,55,57,206
ASSAM,2016,80+,162,80,82,206
ASSAM,2021,80+,258,117,141,206
ASSAM,2011,Total,31206,15939,15266,206
ASSAM,2016,Total,33168,16915,16253,206
ASSAM,2021,Total,35043,17843,17200,206
ASSAM,2026,0-1,599,310,289,206
ASSAM,2031,0-1,579,298,281,206
ASSAM,2036,0-1,551,284,267,206
ASSAM,2026,0-4,2911,1509,1402,206
ASSAM,2031,0-4,2818,1454,1364,206
ASSAM,2036,0-4,2679,1382,1298,206
ASSAM,2026,5-9,2979,1552,1427,206
ASSAM,2031,5-9,2872,1489,1383,206
ASSAM,2036,5-9,2782,1435,1347,206
ASSAM,2026,10-14,2983,1560,1422,206
ASSAM,2031,10-14,2962,1542,1420,206
ASSAM,2036,10-14,2856,1480,1376,206
ASSAM,2026,15-19,3288,1670,1618,206
ASSAM,2031,15-19,2950,1544,1406,206
ASSAM,2036,15-19,2931,1527,1404,206
ASSAM,2026,20-24,3337,1705,1632,206
ASSAM,2031,20-24,3237,1645,1591,206
ASSAM,2036,20-24,2902,1522,1381,206
ASSAM,2026,25-29,3265,1675,1590,206
ASSAM,2031,25-29,3296,1680,1616,206
ASSAM,2036,25-29,3198,1622,1576,206
ASSAM,2026,30-34,3003,1525,1478,206
ASSAM,2031,30-34,3228,1652,1577,206
ASSAM,2036,30-34,3261,1657,1603,206
ASSAM,2026,35-39,2810,1386,1424,206
ASSAM,2031,35-39,2967,1504,1463,206
ASSAM,2036,35-39,3191,1630,1562,206
ASSAM,2026,40-44,2600,1273,1327,206
ASSAM,2031,40-44,2768,1360,1408,206
ASSAM,2036,40-44,2925,1477,1447,206
ASSAM,2026,45-49,2294,1140,1153,206
ASSAM,2031,45-49,2539,1238,1301,206
ASSAM,2036,45-49,2707,1325,1382,206
ASSAM,2026,50-54,1995,1010,985,206
ASSAM,2031,50-54,2219,1100,1118,206
ASSAM,2036,50-54,2461,1197,1264,206
ASSAM,2026,55-59,1662,855,807,206
ASSAM,2031,55-59,1902,955,947,206
ASSAM,2036,55-59,2123,1045,1078,206
ASSAM,2026,60-64,1309,676,634,206
ASSAM,2031,60-64,1559,789,769,206
ASSAM,2036,60-64,1792,886,906,206
ASSAM,2026,65-69,937,482,454,206
ASSAM,2031,65-69,1180,603,577,206
ASSAM,2036,65-69,1415,709,706,206
ASSAM,2026,70-74,619,312,307,206
ASSAM,2031,70-74,794,401,393,206
ASSAM,2036,70-74,1012,507,505,206
ASSAM,2026,75-79,395,188,207,206
ASSAM,2031,75-79,486,234,252,206
ASSAM,2036,75-79,633,307,327,206
ASSAM,2026,80+,330,143,187,206
ASSAM,2031,80+,421,181,240,206
ASSAM,2036,80+,531,228,303,206
ASSAM,2026,Total,36717,18661,18056,206
ASSAM,2031,Total,38196,19372,18824,206
ASSAM,2036,Total,39399,19935,19464,206
WEST BENGAL,2011,0-1,1534,780,754,210
WEST BENGAL,2016,0-1,1379,712,667,210
WEST BENGAL,2021,0-1,1283,662,621,210
WEST BENGAL,2011,0-4,7596,3861,3735,210
WEST BENGAL,2016,0-4,6829,3526,3302,210
WEST BENGAL,2021,0-4,6356,3279,3077,210
WEST BENGAL,2011,5-9,8256,4219,4037,210
WEST BENGAL,2016,5-9,7544,3832,3712,210
WEST BENGAL,2021,5-9,6784,3501,3283,210
WEST BENGAL,2011,10-14,8916,4575,4341,210
WEST BENGAL,2016,10-14,8220,4199,4021,210
WEST BENGAL,2021,10-14,7512,3814,3698,210
WEST BENGAL,2011,15-19,9019,4633,4386,210
WEST BENGAL,2016,15-19,8853,4545,4308,210
WEST BENGAL,2021,15-19,8162,4171,3991,210
WEST BENGAL,2011,20-24,8654,4404,4250,210
WEST BENGAL,2016,20-24,8930,4591,4338,210
WEST BENGAL,2021,20-24,8766,4505,4262,210
WEST BENGAL,2011,25-29,7909,4000,3909,210
WEST BENGAL,2016,25-29,8582,4364,4218,210
WEST BENGAL,2021,25-29,8859,4551,4308,210
WEST BENGAL,2011,30-34,7182,3629,3553,210
WEST BENGAL,2016,30-34,7837,3955,3882,210
WEST BENGAL,2021,30-34,8509,4318,4191,210
WEST BENGAL,2011,35-39,6763,3437,3326,210
WEST BENGAL,2016,35-39,7102,3578,3525,210
WEST BENGAL,2021,35-39,7756,3902,3853,210
WEST BENGAL,2011,40-44,6171,3199,2973,210
WEST BENGAL,2016,40-44,6669,3379,3290,210
WEST BENGAL,2021,40-44,7010,3520,3489,210
WEST BENGAL,2011,45-49,5277,2795,2482,210
WEST BENGAL,2016,45-49,6049,3120,2929,210
WEST BENGAL,2021,45-49,6546,3301,3245,210
WEST BENGAL,2011,50-54,4285,2302,1983,210
WEST BENGAL,2016,50-54,5131,2702,2429,210
WEST BENGAL,2021,50-54,5893,3022,2871,210
WEST BENGAL,2011,55-59,3389,1807,1583,210
WEST BENGAL,2016,55-59,4100,2186,1915,210
WEST BENGAL,2021,55-59,4924,2574,2351,210
WEST BENGAL,2011,60-64,2689,1390,1299,210
WEST BENGAL,2016,60-64,3149,1661,1488,210
WEST BENGAL,2021,60-64,3830,2021,1809,210
WEST BENGAL,2011,65-69,2028,1020,1008,210
WEST BENGAL,2016,65-69,2376,1215,1161,210
WEST BENGAL,2021,65-69,2809,1466,1343,210
WEST BENGAL,2011,70-74,1599,784,815,210
WEST BENGAL,2016,70-74,1671,830,841,210
WEST BENGAL,2021,70-74,1990,1005,986,210
WEST BENGAL,2011,75-79,963,490,473,210
WEST BENGAL,2016,75-79,1192,572,620,210
WEST BENGAL,2021,75-79,1278,620,658,210
WEST BENGAL,2011,80+,579,264,315,210
WEST BENGAL,2016,80+,844,401,443,210
WEST BENGAL,2021,80+,1140,526,614,210
WEST BENGAL,2011,Total,91276,46809,44467,210
WEST BENGAL,2016,Total,95079,48656,46423,210
WEST BENGAL,2021,Total,98125,50095,48029,210
WEST BENGAL,2026,0-1,1216,627,589,210
WEST BENGAL,2031,0-1,1138,586,552,210
WEST BENGAL,2036,0-1,1046,539,507,210
WEST BENGAL,2026,0-4,6025,3105,2920,210
WEST BENGAL,2031,0-4,5639,2904,2735,210
WEST BENGAL,2036,0-4,5182,2668,2513,210
WEST BENGAL,2026,5-9,6315,3256,3060,210
WEST BENGAL,2031,5-9,5988,3084,2904,210
WEST BENGAL,2036,5-9,5605,2884,2721,210
WEST BENGAL,2026,10-14,6755,3484,3271,210
WEST BENGAL,2031,10-14,6289,3240,3048,210
WEST BENGAL,2036,10-14,5963,3070,2894,210
WEST BENGAL,2026,15-19,7458,3788,3670,210
WEST BENGAL,2031,15-19,6705,3460,3245,210
WEST BENGAL,2036,15-19,6242,3218,3024,210
WEST BENGAL,2026,20-24,8080,4133,3947,210
WEST BENGAL,2031,20-24,7381,3753,3628,210
WEST BENGAL,2036,20-24,6632,3426,3206,210
WEST BENGAL,2026,25-29,8698,4465,4233,210
WEST BENGAL,2031,25-29,8017,4097,3921,210
WEST BENGAL,2036,25-29,7323,3719,3604,210
WEST BENGAL,2026,30-34,8786,4504,4282,210
WEST BENGAL,2031,30-34,8630,4421,4209,210
WEST BENGAL,2036,30-34,7956,4057,3899,210
WEST BENGAL,2026,35-39,8426,4264,4162,210
WEST BENGAL,2031,35-39,8705,4451,4254,210
WEST BENGAL,2036,35-39,8555,4372,4183,210
WEST BENGAL,2026,40-44,7661,3843,3817,210
WEST BENGAL,2031,40-44,8329,4204,4126,210
WEST BENGAL,2036,40-44,8611,4393,4219,210
WEST BENGAL,2026,45-49,6889,3444,3444,210
WEST BENGAL,2031,45-49,7536,3765,3771,210
WEST BENGAL,2036,45-49,8202,4124,4078,210
WEST BENGAL,2026,50-54,6387,3203,3184,210
WEST BENGAL,2031,50-54,6730,3346,3383,210
WEST BENGAL,2036,50-54,7371,3664,3708,210
WEST BENGAL,2026,55-59,5669,2885,2784,210
WEST BENGAL,2031,55-59,6159,3065,3094,210
WEST BENGAL,2036,55-59,6502,3210,3292,210
WEST BENGAL,2026,60-64,4620,2390,2230,210
WEST BENGAL,2031,60-64,5343,2691,2651,210
WEST BENGAL,2036,60-64,5826,2871,2955,210
WEST BENGAL,2026,65-69,3444,1798,1646,210
WEST BENGAL,2031,65-69,4187,2143,2044,210
WEST BENGAL,2036,65-69,4875,2430,2445,210
WEST BENGAL,2026,70-74,2384,1228,1156,210
WEST BENGAL,2031,70-74,2958,1523,1435,210
WEST BENGAL,2036,70-74,3635,1834,1800,210
WEST BENGAL,2026,75-79,1550,763,787,210
WEST BENGAL,2031,75-79,1887,946,941,210
WEST BENGAL,2036,75-79,2375,1191,1184,210
WEST BENGAL,2026,80+,1375,626,749,210
WEST BENGAL,2031,80+,1684,765,919,210
WEST BENGAL,2036,80+,2076,951,1125,210
WEST BENGAL,2026,Total,100522,51180,49342,210
WEST BENGAL,2031,Total,102167,51858,50309,210
WEST BENGAL,2036,Total,102931,52080,50851,210
JHARKHAND,2011,0-1,818,415,403,214
JHARKHAND,2016,0-1,745,389,356,214
JHARKHAND,2021,0-1,747,388,359,214
JHARKHAND,2011,0-4,4010,2040,1970,214
JHARKHAND,2016,0-4,3650,1912,1738,214
JHARKHAND,2021,0-4,3661,1907,1754,214
JHARKHAND,2011,5-9,4022,2062,1959,214
JHARKHAND,2016,5-9,3960,2016,1944,214
JHARKHAND,2021,5-9,3609,1891,1718,214
JHARKHAND,2011,10-14,3902,2022,1880,214
JHARKHAND,2016,10-14,4001,2048,1953,214
JHARKHAND,2021,10-14,3941,2003,1939,214
JHARKHAND,2011,15-19,3347,1750,1598,214
JHARKHAND,2016,15-19,3887,2008,1878,214
JHARKHAND,2021,15-19,3986,2034,1952,214
JHARKHAND,2011,20-24,2889,1485,1403,214
JHARKHAND,2016,20-24,3334,1735,1600,214
JHARKHAND,2021,20-24,3872,1992,1881,214
JHARKHAND,2011,25-29,2619,1325,1294,214
JHARKHAND,2016,25-29,2867,1470,1396,214
JHARKHAND,2021,25-29,3311,1718,1593,214
JHARKHAND,2011,30-34,2359,1196,1163,214
JHARKHAND,2016,30-34,2594,1310,1284,214
JHARKHAND,2021,30-34,2841,1454,1387,214
JHARKHAND,2011,35-39,2100,1074,1025,214
JHARKHAND,2016,35-39,2328,1178,1150,214
JHARKHAND,2021,35-39,2563,1292,1271,214
JHARKHAND,2011,40-44,1818,942,877,214
JHARKHAND,2016,40-44,2065,1055,1010,214
JHARKHAND,2021,40-44,2293,1158,1134,214
JHARKHAND,2011,45-49,1516,790,726,214
JHARKHAND,2016,45-49,1777,916,861,214
JHARKHAND,2021,45-49,2022,1028,994,214
JHARKHAND,2011,50-54,1227,634,593,214
JHARKHAND,2016,50-54,1467,760,707,214
JHARKHAND,2021,50-54,1724,883,840,214
JHARKHAND,2011,55-59,1032,520,513,214
JHARKHAND,2016,55-59,1166,600,567,214
JHARKHAND,2021,55-59,1399,721,678,214
JHARKHAND,2011,60-64,887,440,447,214
JHARKHAND,2016,60-64,956,476,480,214
JHARKHAND,2021,60-64,1086,553,533,214
JHARKHAND,2011,65-69,661,332,330,214
JHARKHAND,2016,65-69,783,386,397,214
JHARKHAND,2021,65-69,852,421,431,214
JHARKHAND,2011,70-74,453,230,223,214
JHARKHAND,2016,70-74,539,270,269,214
JHARKHAND,2021,70-74,650,319,331,214
JHARKHAND,2011,75-79,91,57,35,214
JHARKHAND,2016,75-79,346,174,172,214
JHARKHAND,2021,75-79,421,208,213,214
JHARKHAND,2011,80+,54,31,23,214
JHARKHAND,2016,80+,80,47,33,214
JHARKHAND,2021,80+,241,120,121,214
JHARKHAND,2011,Total,32988,16930,16058,214
JHARKHAND,2016,Total,35800,18361,17439,214
JHARKHAND,2021,Total,38471,19701,18770,214
JHARKHAND,2026,0-1,737,381,356,214
JHARKHAND,2031,0-1,716,368,348,214
JHARKHAND,2036,0-1,682,350,332,214
JHARKHAND,2026,0-4,3612,1872,1740,214
JHARKHAND,2031,0-4,3514,1812,1703,214
JHARKHAND,2036,0-4,3345,1723,1621,214
JHARKHAND,2026,5-9,3623,1888,1735,214
JHARKHAND,2031,5-9,3578,1855,1724,214
JHARKHAND,2036,5-9,3484,1796,1688,214
JHARKHAND,2026,10-14,3593,1879,1714,214
JHARKHAND,2031,10-14,3609,1876,1732,214
JHARKHAND,2036,10-14,3565,1844,1721,214
JHARKHAND,2026,15-19,3929,1990,1939,214
JHARKHAND,2031,15-19,3583,1866,1716,214
JHARKHAND,2036,15-19,3599,1864,1735,214
JHARKHAND,2026,20-24,3973,2017,1956,214
JHARKHAND,2031,20-24,3917,1973,1945,214
JHARKHAND,2036,20-24,3574,1850,1724,214
JHARKHAND,2026,25-29,3846,1973,1873,214
JHARKHAND,2031,25-29,3948,1999,1949,214
JHARKHAND,2036,25-29,3894,1955,1938,214
JHARKHAND,2026,30-34,3283,1700,1583,214
JHARKHAND,2031,30-34,3816,1954,1862,214
JHARKHAND,2036,30-34,3918,1980,1938,214
JHARKHAND,2026,35-39,2809,1435,1374,214
JHARKHAND,2031,35-39,3248,1679,1569,214
JHARKHAND,2036,35-39,3779,1932,1847,214
JHARKHAND,2026,40-44,2526,1271,1255,214
JHARKHAND,2031,40-44,2771,1414,1358,214
JHARKHAND,2036,40-44,3208,1656,1552,214
JHARKHAND,2026,45-49,2248,1131,1117,214
JHARKHAND,2031,45-49,2480,1243,1237,214
JHARKHAND,2036,45-49,2724,1384,1340,214
JHARKHAND,2026,50-54,1965,994,971,214
JHARKHAND,2031,50-54,2188,1095,1094,214
JHARKHAND,2036,50-54,2418,1205,1213,214
JHARKHAND,2026,55-59,1649,841,808,214
JHARKHAND,2031,55-59,1885,948,937,214
JHARKHAND,2036,55-59,2105,1047,1058,214
JHARKHAND,2026,60-64,1310,669,641,214
JHARKHAND,2031,60-64,1550,783,768,214
JHARKHAND,2036,60-64,1779,886,893,214
JHARKHAND,2026,65-69,977,493,484,214
JHARKHAND,2031,65-69,1186,600,586,214
JHARKHAND,2036,65-69,1414,707,707,214
JHARKHAND,2026,70-74,719,353,366,214
JHARKHAND,2031,70-74,834,418,416,214
JHARKHAND,2036,70-74,1025,514,511,214
JHARKHAND,2026,75-79,517,249,268,214
JHARKHAND,2031,75-79,580,278,301,214
JHARKHAND,2036,75-79,680,333,348,214
JHARKHAND,2026,80+,380,179,201,214
JHARKHAND,2031,80+,521,236,285,214
JHARKHAND,2036,80+,646,286,360,214
JHARKHAND,2026,Total,40958,20934,20024,214
JHARKHAND,2031,Total,43209,22029,21181,214
JHARKHAND,2036,Total,45155,22962,22193,214
ODISHA,2011,0-1,794,408,385,218
ODISHA,2016,0-1,718,360,358,218
ODISHA,2021,0-1,688,344,344,218
ODISHA,2011,0-4,3875,1993,1882,218
ODISHA,2016,0-4,3505,1756,1749,218
ODISHA,2021,0-4,3361,1679,1682,218
ODISHA,2011,5-9,4049,2069,1980,218
ODISHA,2016,5-9,3745,1893,1852,218
ODISHA,2021,5-9,3385,1661,1724,218
ODISHA,2011,10-14,4186,2122,2064,218
ODISHA,2016,10-14,3949,1984,1965,218
ODISHA,2021,10-14,3649,1810,1839,218
ODISHA,2011,15-19,4007,2011,1996,218
ODISHA,2016,15-19,4029,1990,2040,218
ODISHA,2021,15-19,3795,1853,1942,218
ODISHA,2011,20-24,3777,1877,1900,218
ODISHA,2016,20-24,3785,1827,1958,218
ODISHA,2021,20-24,3808,1806,2002,218
ODISHA,2011,25-29,3519,1745,1774,218
ODISHA,2016,25-29,3614,1738,1876,218
ODISHA,2021,25-29,3624,1689,1935,218
ODISHA,2011,30-34,3217,1601,1616,218
ODISHA,2016,30-34,3386,1633,1753,218
ODISHA,2021,30-34,3484,1628,1856,218
ODISHA,2011,35-39,2983,1501,1481,218
ODISHA,2016,35-39,3111,1514,1597,218
ODISHA,2021,35-39,3282,1547,1735,218
ODISHA,2011,40-44,2700,1383,1316,218
ODISHA,2016,40-44,2899,1437,1462,218
ODISHA,2021,40-44,3030,1452,1578,218
ODISHA,2011,45-49,2308,1196,1112,218
ODISHA,2016,45-49,2607,1318,1289,218
ODISHA,2021,45-49,2808,1373,1435,218
ODISHA,2011,50-54,1884,971,913,218
ODISHA,2016,50-54,2215,1137,1078,218
ODISHA,2021,50-54,2512,1258,1254,218
ODISHA,2011,55-59,1577,798,779,218
ODISHA,2016,55-59,1777,901,876,218
ODISHA,2021,55-59,2102,1063,1039,218
ODISHA,2011,60-64,1357,679,678,218
ODISHA,2016,60-64,1454,720,734,218
ODISHA,2021,60-64,1651,820,831,218
ODISHA,2011,65-69,1053,525,528,218
ODISHA,2016,65-69,1199,589,610,218
ODISHA,2021,65-69,1301,632,669,218
ODISHA,2011,70-74,822,411,411,218
ODISHA,2016,70-74,876,431,445,218
ODISHA,2021,70-74,1018,491,526,218
ODISHA,2011,75-79,413,214,198,218
ODISHA,2016,75-79,614,300,314,218
ODISHA,2021,75-79,676,323,353,218
ODISHA,2011,80+,248,115,132,218
ODISHA,2016,80+,361,173,188,218
ODISHA,2021,80+,549,254,294,218
ODISHA,2011,Total,41974,21212,20762,218
ODISHA,2016,Total,43128,21341,21787,218
ODISHA,2021,Total,44033,21340,22693,218
ODISHA,2026,0-1,657,328,329,218
ODISHA,2031,0-1,619,308,311,218
ODISHA,2036,0-1,580,288,292,218
ODISHA,2026,0-4,3208,1601,1607,218
ODISHA,2031,0-4,3021,1503,1518,218
ODISHA,2036,0-4,2830,1406,1424,218
ODISHA,2026,5-9,3247,1587,1659,218
ODISHA,2031,5-9,3099,1512,1587,218
ODISHA,2036,5-9,2916,1417,1499,218
ODISHA,2026,10-14,3292,1580,1712,218
ODISHA,2031,10-14,3156,1508,1648,218
ODISHA,2036,10-14,3011,1434,1577,218
ODISHA,2026,15-19,3498,1680,1817,218
ODISHA,2031,15-19,3144,1453,1691,218
ODISHA,2036,15-19,3011,1383,1628,218
ODISHA,2026,20-24,3577,1672,1905,218
ODISHA,2031,20-24,3283,1502,1781,218
ODISHA,2036,20-24,2934,1278,1656,218
ODISHA,2026,25-29,3649,1670,1979,218
ODISHA,2031,25-29,3422,1538,1884,218
ODISHA,2036,25-29,3134,1372,1762,218
ODISHA,2026,30-34,3497,1581,1915,218
ODISHA,2031,30-34,3525,1564,1960,218
ODISHA,2036,30-34,3303,1436,1867,218
ODISHA,2026,35-39,3382,1545,1837,218
ODISHA,2031,35-39,3398,1500,1898,218
ODISHA,2036,35-39,3429,1486,1943,218
ODISHA,2026,40-44,3203,1487,1716,218
ODISHA,2031,40-44,3305,1486,1819,218
ODISHA,2036,40-44,3324,1445,1879,218
ODISHA,2026,45-49,2941,1390,1551,218
ODISHA,2031,45-49,3115,1427,1688,218
ODISHA,2036,45-49,3220,1428,1791,218
ODISHA,2026,50-54,2713,1315,1398,218
ODISHA,2031,50-54,2847,1334,1513,218
ODISHA,2036,50-54,3022,1372,1650,218
ODISHA,2026,55-59,2393,1183,1211,218
ODISHA,2031,55-59,2594,1240,1354,218
ODISHA,2036,55-59,2730,1262,1468,218
ODISHA,2026,60-64,1965,976,989,218
ODISHA,2031,60-64,2249,1092,1157,218
ODISHA,2036,60-64,2448,1151,1297,218
ODISHA,2026,65-69,1491,728,763,218
ODISHA,2031,65-69,1788,874,914,218
ODISHA,2036,65-69,2060,984,1076,218
ODISHA,2026,70-74,1119,535,584,218
ODISHA,2031,70-74,1297,623,673,218
ODISHA,2036,70-74,1569,754,815,218
ODISHA,2026,75-79,802,377,425,218
ODISHA,2031,75-79,896,416,480,218
ODISHA,2036,75-79,1051,490,560,218
ODISHA,2026,80+,701,315,386,218
ODISHA,2031,80+,870,381,490,218
ODISHA,2036,80+,1033,442,592,218
ODISHA,2026,Total,44677,21222,23455,218
ODISHA,2031,Total,45008,20953,24055,218
ODISHA,2036,Total,45025,20542,24483,218
CHHATTISGARH,2011,0-1,545,275,269,222
CHHATTISGARH,2016,0-1,579,296,283,222
CHHATTISGARH,2021,0-1,563,289,274,222
CHHATTISGARH,2011,0-4,2669,1353,1316,222
CHHATTISGARH,2016,0-4,2834,1453,1381,222
CHHATTISGARH,2021,0-4,2756,1417,1339,222
CHHATTISGARH,2011,5-9,2738,1390,1348,222
CHHATTISGARH,2016,5-9,2643,1343,1301,222
CHHATTISGARH,2021,5-9,2811,1444,1367,222
CHHATTISGARH,2011,10-14,2784,1413,1371,222
CHHATTISGARH,2016,10-14,2733,1389,1345,222
CHHATTISGARH,2021,10-14,2641,1342,1299,222
CHHATTISGARH,2011,15-19,2621,1325,1296,222
CHHATTISGARH,2016,15-19,2786,1413,1373,222
CHHATTISGARH,2021,15-19,2739,1390,1349,222
CHHATTISGARH,2011,20-24,2361,1190,1171,222
CHHATTISGARH,2016,20-24,2628,1323,1305,222
CHHATTISGARH,2021,20-24,2796,1412,1384,222
CHHATTISGARH,2011,25-29,2082,1048,1033,222
CHHATTISGARH,2016,25-29,2348,1184,1164,222
CHHATTISGARH,2021,25-29,2616,1318,1298,222
CHHATTISGARH,2011,30-34,1868,935,933,222
CHHATTISGARH,2016,30-34,2060,1039,1021,222
CHHATTISGARH,2021,30-34,2327,1175,1152,222
CHHATTISGARH,2011,35-39,1739,870,869,222
CHHATTISGARH,2016,35-39,1844,922,922,222
CHHATTISGARH,2021,35-39,2036,1026,1010,222
CHHATTISGARH,2011,40-44,1568,795,773,222
CHHATTISGARH,2016,40-44,1708,853,856,222
CHHATTISGARH,2021,40-44,1815,906,909,222
CHHATTISGARH,2011,45-49,1311,674,637,222
CHHATTISGARH,2016,45-49,1532,774,759,222
CHHATTISGARH,2021,45-49,1674,832,841,222
CHHATTISGARH,2011,50-54,1028,526,502,222
CHHATTISGARH,2016,50-54,1268,648,620,222
CHHATTISGARH,2021,50-54,1487,746,741,222
CHHATTISGARH,2011,55-59,830,410,420,222
CHHATTISGARH,2016,55-59,976,491,484,222
CHHATTISGARH,2021,55-59,1210,609,600,222
CHHATTISGARH,2011,60-64,703,333,370,222
CHHATTISGARH,2016,60-64,757,364,393,222
CHHATTISGARH,2021,60-64,899,443,457,222
CHHATTISGARH,2011,65-69,547,253,293,222
CHHATTISGARH,2016,65-69,605,275,330,222
CHHATTISGARH,2021,65-69,663,308,355,222
CHHATTISGARH,2011,70-74,409,189,220,222
CHHATTISGARH,2016,70-74,426,182,244,222
CHHATTISGARH,2021,70-74,488,208,281,222
