unit,year,age,persons,male,female,pdf_page
TAMIL NADU,2036,12,865,448,417,252
TAMIL NADU,2026,13,1046,549,497,252
TAMIL NADU,2031,13,955,498,456,252
TAMIL NADU,2036,13,879,456,423,252
TAMIL NADU,2026,14,1045,545,500,252
TAMIL NADU,2031,14,973,509,465,252
TAMIL NADU,2036,14,893,464,429,252
TAMIL NADU,2026,15,1042,539,503,252
TAMIL NADU,2031,15,997,523,474,252
TAMIL NADU,2036,15,907,471,435,252
TAMIL NADU,2026,16,1044,537,507,252
TAMIL NADU,2031,16,1019,536,483,252
TAMIL NADU,2036,16,920,479,441,252
TAMIL NADU,2026,17,1050,538,512,252
TAMIL NADU,2031,17,1034,544,490,252
TAMIL NADU,2036,17,934,487,447,252
TAMIL NADU,2026,18,1060,543,517,252
TAMIL NADU,2031,18,1041,546,495,252
TAMIL NADU,2036,18,950,496,454,252
TAMIL NADU,2026,19,1074,551,523,252
TAMIL NADU,2031,19,1039,542,498,252
TAMIL NADU,2036,19,968,506,462,252
TAMIL NADU,2026,20,1087,559,528,252
TAMIL NADU,2031,20,1035,535,500,252
TAMIL NADU,2036,20,990,519,471,252
TAMIL NADU,2026,21,1098,564,533,252
TAMIL NADU,2031,21,1036,533,503,252
TAMIL NADU,2036,21,1012,533,479,252
TAMIL NADU,2026,22,1110,571,539,252
TAMIL NADU,2031,22,1041,534,508,252
TAMIL NADU,2036,22,1026,540,486,252
TAMIL NADU,2026,23,1123,578,546,252
TAMIL NADU,2031,23,1051,538,513,252
TAMIL NADU,2036,23,1032,541,491,252
TELANGANA,2011,5,607,313,294,256
TELANGANA,2016,5,554,288,266,256
TELANGANA,2021,5,529,279,250,256
TELANGANA,2011,6,619,319,300,256
TELANGANA,2016,6,557,287,270,256
TELANGANA,2021,6,531,281,249,256
TELANGANA,2011,7,631,325,306,256
TELANGANA,2016,7,564,290,274,256
TELANGANA,2021,7,534,283,251,256
TELANGANA,2011,8,643,331,312,256
TELANGANA,2016,8,575,295,280,256
TELANGANA,2021,8,540,285,255,256
TELANGANA,2011,9,655,337,318,256
TELANGANA,2016,9,590,303,287,256
TELANGANA,2021,9,547,287,260,256
TELANGANA,2011,10,671,345,325,256
TELANGANA,2016,10,605,311,293,256
TELANGANA,2021,10,552,287,265,256
TELANGANA,2011,11,687,353,333,256
TELANGANA,2016,11,617,318,299,256
TELANGANA,2021,11,556,286,269,256
TELANGANA,2011,12,696,358,338,256
TELANGANA,2016,12,629,324,305,256
TELANGANA,2021,12,563,289,274,256
TELANGANA,2011,13,700,360,340,256
TELANGANA,2016,13,641,330,311,256
TELANGANA,2021,13,573,294,279,256
TELANGANA,2011,14,697,358,340,256
TELANGANA,2016,14,652,336,316,256
TELANGANA,2021,14,587,302,285,256
TELANGANA,2011,15,696,357,339,256
TELANGANA,2016,15,667,344,324,256
TELANGANA,2021,15,602,310,292,256
TELANGANA,2011,16,699,359,341,256
TELANGANA,2016,16,683,352,331,256
TELANGANA,2021,16,614,316,297,256
TELANGANA,2011,17,700,358,342,256
TELANGANA,2016,17,692,356,336,256
TELANGANA,2021,17,625,322,303,256
TELANGANA,2011,18,698,356,342,256
TELANGANA,2016,18,695,358,338,256
TELANGANA,2021,18,636,328,308,256
TELANGANA,2011,19,694,352,342,256
TELANGANA,2016,19,692,355,336,256
TELANGANA,2021,19,647,333,313,256
TELANGANA,2011,20,692,349,343,256
TELANGANA,2016,20,690,354,336,256
TELANGANA,2021,20,661,341,320,256
TELANGANA,2011,21,692,347,344,256
TELANGANA,2016,21,692,356,337,256
TELANGANA,2021,21,676,349,327,256
TELANGANA,2011,22,688,344,344,256
TELANGANA,2016,22,692,355,337,256
TELANGANA,2021,22,685,353,331,256
TELANGANA,2011,23,681,340,341,256
TELANGANA,2016,23,690,353,338,256
TELANGANA,2021,23,688,354,333,256
TELANGANA,2026,5,502,262,240,256
TELANGANA,2031,5,452,234,218,256
TELANGANA,2036,5,410,211,199,256
TELANGANA,2026,6,514,269,245,256
TELANGANA,2031,6,460,239,222,256
TELANGANA,2036,6,417,214,202,256
TELANGANA,2026,7,522,273,248,256
TELANGANA,2031,7,469,244,225,256
TELANGANA,2036,7,424,218,206,256
TELANGANA,2026,8,526,276,250,256
TELANGANA,2031,8,478,249,229,256
TELANGANA,2036,8,432,223,209,256
TELANGANA,2026,9,527,277,250,256
TELANGANA,2031,9,488,254,233,256
TELANGANA,2036,9,442,228,213,256
TELANGANA,2026,10,527,278,249,256
TELANGANA,2031,10,500,261,239,256
TELANGANA,2036,10,451,233,217,256
TELANGANA,2026,11,529,280,249,256
TELANGANA,2031,11,512,268,244,256
TELANGANA,2036,11,459,238,221,256
TELANGANA,2026,12,533,282,251,256
TELANGANA,2031,12,520,273,248,256
TELANGANA,2036,12,468,243,225,256
TELANGANA,2026,13,538,284,254,256
TELANGANA,2031,13,524,275,249,256
TELANGANA,2036,13,477,248,229,256
TELANGANA,2026,14,545,286,259,256
TELANGANA,2031,14,525,276,249,256
TELANGANA,2036,14,486,253,232,256
TELANGANA,2026,15,549,285,264,256
TELANGANA,2031,15,524,277,247,256
TELANGANA,2036,15,498,260,238,256
TELANGANA,2026,16,553,285,267,256
TELANGANA,2031,16,526,279,247,256
TELANGANA,2036,16,509,267,243,256
TELANGANA,2026,17,559,288,272,256
TELANGANA,2031,17,530,281,249,256
TELANGANA,2036,17,517,271,246,256
TELANGANA,2026,18,569,293,277,256
TELANGANA,2031,18,534,282,252,256
TELANGANA,2036,18,521,274,247,256
TELANGANA,2026,19,583,300,283,256
TELANGANA,2031,19,540,284,257,256
TELANGANA,2036,19,521,274,247,256
TELANGANA,2026,20,596,308,288,256
TELANGANA,2031,20,544,283,261,256
TELANGANA,2036,20,519,275,245,256
TELANGANA,2026,21,607,314,294,256
TELANGANA,2031,21,547,283,264,256
TELANGANA,2036,21,521,277,244,256
TELANGANA,2026,22,618,319,299,256
TELANGANA,2031,22,553,285,268,256
TELANGANA,2036,22,524,278,245,256
TELANGANA,2026,23,629,325,304,256
TELANGANA,2031,23,563,290,273,256
TELANGANA,2036,23,528,280,248,256
NORTH-EAST STATES (Excluding Assam),2011,5,315,161,154,260
NORTH-EAST STATES (Excluding Assam),2016,5,281,144,136,260
NORTH-EAST STATES (Excluding Assam),2021,5,220,114,106,260
NORTH-EAST STATES (Excluding Assam),2011,6,317,162,155,260
NORTH-EAST STATES (Excluding Assam),2016,6,303,155,148,260
NORTH-EAST STATES (Excluding Assam),2021,6,210,110,101,260
NORTH-EAST STATES (Excluding Assam),2011,7,318,163,156,260
NORTH-EAST STATES (Excluding Assam),2016,7,317,162,155,260
NORTH-EAST STATES (Excluding Assam),2021,7,212,110,102,260
NORTH-EAST STATES (Excluding Assam),2011,8,319,163,156,260
NORTH-EAST STATES (Excluding Assam),2016,8,321,164,157,260
NORTH-EAST STATES (Excluding Assam),2021,8,225,117,108,260
NORTH-EAST STATES (Excluding Assam),2011,9,320,164,157,260
NORTH-EAST STATES (Excluding Assam),2016,9,317,162,155,260
NORTH-EAST STATES (Excluding Assam),2021,9,249,129,121,260
NORTH-EAST STATES (Excluding Assam),2011,10,323,165,158,260
NORTH-EAST STATES (Excluding Assam),2016,10,313,160,153,260
NORTH-EAST STATES (Excluding Assam),2021,10,279,143,136,260
NORTH-EAST STATES (Excluding Assam),2011,11,326,166,159,260
NORTH-EAST STATES (Excluding Assam),2016,11,315,161,154,260
NORTH-EAST STATES (Excluding Assam),2021,11,302,155,147,260
NORTH-EAST STATES (Excluding Assam),2011,12,326,166,160,260
NORTH-EAST STATES (Excluding Assam),2016,12,317,162,155,260
NORTH-EAST STATES (Excluding Assam),2021,12,315,161,154,260
NORTH-EAST STATES (Excluding Assam),2011,13,324,165,159,260
NORTH-EAST STATES (Excluding Assam),2016,13,318,162,156,260
NORTH-EAST STATES (Excluding Assam),2021,13,320,164,156,260
NORTH-EAST STATES (Excluding Assam),2011,14,320,162,157,260
NORTH-EAST STATES (Excluding Assam),2016,14,319,163,156,260
NORTH-EAST STATES (Excluding Assam),2021,14,316,161,154,260
NORTH-EAST STATES (Excluding Assam),2011,15,316,160,156,260
NORTH-EAST STATES (Excluding Assam),2016,15,321,164,157,260
NORTH-EAST STATES (Excluding Assam),2021,15,312,159,152,260
NORTH-EAST STATES (Excluding Assam),2011,16,314,159,155,260
NORTH-EAST STATES (Excluding Assam),2016,16,324,165,159,260
NORTH-EAST STATES (Excluding Assam),2021,16,314,160,153,260
NORTH-EAST STATES (Excluding Assam),2011,17,311,157,154,260
NORTH-EAST STATES (Excluding Assam),2016,17,324,165,159,260
NORTH-EAST STATES (Excluding Assam),2021,17,315,161,154,260
NORTH-EAST STATES (Excluding Assam),2011,18,307,155,152,260
NORTH-EAST STATES (Excluding Assam),2016,18,322,164,158,260
NORTH-EAST STATES (Excluding Assam),2021,18,316,161,155,260
NORTH-EAST STATES (Excluding Assam),2011,19,302,152,150,260
NORTH-EAST STATES (Excluding Assam),2016,19,318,161,156,260
NORTH-EAST STATES (Excluding Assam),2021,19,317,162,155,260
NORTH-EAST STATES (Excluding Assam),2011,20,298,150,148,260
NORTH-EAST STATES (Excluding Assam),2016,20,314,159,155,260
NORTH-EAST STATES (Excluding Assam),2021,20,319,163,157,260
NORTH-EAST STATES (Excluding Assam),2011,21,295,148,147,260
NORTH-EAST STATES (Excluding Assam),2016,21,312,158,154,260
NORTH-EAST STATES (Excluding Assam),2021,21,322,164,158,260
NORTH-EAST STATES (Excluding Assam),2011,22,290,145,145,260
NORTH-EAST STATES (Excluding Assam),2016,22,309,156,153,260
NORTH-EAST STATES (Excluding Assam),2021,22,322,164,158,260
NORTH-EAST STATES (Excluding Assam),2011,23,285,143,142,260
NORTH-EAST STATES (Excluding Assam),2016,23,305,154,151,260
NORTH-EAST STATES (Excluding Assam),2021,23,320,163,157,260
NORTH-EAST STATES (Excluding Assam),2026,5,233,121,112,260
NORTH-EAST STATES (Excluding Assam),2031,5,235,122,114,260
NORTH-EAST STATES (Excluding Assam),2036,5,229,118,111,260
NORTH-EAST STATES (Excluding Assam),2026,6,232,120,112,260
NORTH-EAST STATES (Excluding Assam),2031,6,236,122,114,260
NORTH-EAST STATES (Excluding Assam),2036,6,232,120,112,260
NORTH-EAST STATES (Excluding Assam),2026,7,231,120,111,260
NORTH-EAST STATES (Excluding Assam),2031,7,236,122,114,260
NORTH-EAST STATES (Excluding Assam),2036,7,234,121,113,260
NORTH-EAST STATES (Excluding Assam),2026,8,230,119,111,260
NORTH-EAST STATES (Excluding Assam),2031,8,235,122,113,260
NORTH-EAST STATES (Excluding Assam),2036,8,235,121,113,260
NORTH-EAST STATES (Excluding Assam),2026,9,228,118,110,260
NORTH-EAST STATES (Excluding Assam),2031,9,233,121,113,260
NORTH-EAST STATES (Excluding Assam),2036,9,234,121,113,260
NORTH-EAST STATES (Excluding Assam),2026,10,219,114,105,260
NORTH-EAST STATES (Excluding Assam),2031,10,232,120,112,260
NORTH-EAST STATES (Excluding Assam),2036,10,234,121,113,260
NORTH-EAST STATES (Excluding Assam),2026,11,210,109,100,260
NORTH-EAST STATES (Excluding Assam),2031,11,232,120,112,260
NORTH-EAST STATES (Excluding Assam),2036,11,235,122,113,260
NORTH-EAST STATES (Excluding Assam),2026,12,212,110,101,260
NORTH-EAST STATES (Excluding Assam),2031,12,230,119,111,260
NORTH-EAST STATES (Excluding Assam),2036,12,235,122,113,260
NORTH-EAST STATES (Excluding Assam),2026,13,224,116,108,260
NORTH-EAST STATES (Excluding Assam),2031,13,229,119,110,260
NORTH-EAST STATES (Excluding Assam),2036,13,234,121,113,260
NORTH-EAST STATES (Excluding Assam),2026,14,248,128,120,260
NORTH-EAST STATES (Excluding Assam),2031,14,227,118,109,260
NORTH-EAST STATES (Excluding Assam),2036,14,233,120,112,260
NORTH-EAST STATES (Excluding Assam),2026,15,278,143,135,260
NORTH-EAST STATES (Excluding Assam),2031,15,218,113,105,260
NORTH-EAST STATES (Excluding Assam),2036,15,231,120,112,260
NORTH-EAST STATES (Excluding Assam),2026,16,300,154,147,260
NORTH-EAST STATES (Excluding Assam),2031,16,209,109,100,260
NORTH-EAST STATES (Excluding Assam),2036,16,231,119,111,260
NORTH-EAST STATES (Excluding Assam),2026,17,314,161,153,260
NORTH-EAST STATES (Excluding Assam),2031,17,211,110,101,260
NORTH-EAST STATES (Excluding Assam),2036,17,230,119,111,260
NORTH-EAST STATES (Excluding Assam),2026,18,319,163,156,260
NORTH-EAST STATES (Excluding Assam),2031,18,223,116,108,260
NORTH-EAST STATES (Excluding Assam),2036,18,228,118,110,260
NORTH-EAST STATES (Excluding Assam),2026,19,314,160,154,260
NORTH-EAST STATES (Excluding Assam),2031,19,247,127,120,260
NORTH-EAST STATES (Excluding Assam),2036,19,226,117,109,260
NORTH-EAST STATES (Excluding Assam),2026,20,310,158,152,260
NORTH-EAST STATES (Excluding Assam),2031,20,277,142,135,260
NORTH-EAST STATES (Excluding Assam),2036,20,217,112,104,260
NORTH-EAST STATES (Excluding Assam),2026,21,312,159,153,260
NORTH-EAST STATES (Excluding Assam),2031,21,299,153,146,260
NORTH-EAST STATES (Excluding Assam),2036,21,208,108,100,260
NORTH-EAST STATES (Excluding Assam),2026,22,313,160,154,260
NORTH-EAST STATES (Excluding Assam),2031,22,312,160,153,260
NORTH-EAST STATES (Excluding Assam),2036,22,210,109,101,260
NORTH-EAST STATES (Excluding Assam),2026,23,315,160,154,260
NORTH-EAST STATES (Excluding Assam),2031,23,317,162,155,260
NORTH-EAST STATES (Excluding Assam),2036,23,222,115,107,260
