unit,year,age,persons,male,female,pdf_page
ASSAM,2036,8,560,289,271,208
ASSAM,2026,9,597,312,286,208
ASSAM,2031,9,581,302,279,208
ASSAM,2036,9,563,291,272,208
ASSAM,2026,10,591,310,282,208
ASSAM,2031,10,587,305,282,208
ASSAM,2036,10,565,292,273,208
ASSAM,2026,11,587,309,278,208
ASSAM,2031,11,592,308,284,208
ASSAM,2036,11,568,294,274,208
ASSAM,2026,12,589,310,280,208
ASSAM,2031,12,595,310,285,208
ASSAM,2036,12,571,296,275,208
ASSAM,2026,13,599,313,286,208
ASSAM,2031,13,595,310,285,208
ASSAM,2036,13,574,298,276,208
ASSAM,2026,14,616,319,297,208
ASSAM,2031,14,593,309,284,208
ASSAM,2036,14,577,300,277,208
ASSAM,2026,15,637,326,311,208
ASSAM,2031,15,586,307,279,208
ASSAM,2036,15,582,302,279,208
ASSAM,2026,16,654,332,322,208
ASSAM,2031,16,581,306,275,208
ASSAM,2036,16,586,305,281,208
ASSAM,2026,17,664,336,328,208
ASSAM,2031,17,583,306,276,208
ASSAM,2036,17,589,307,282,208
ASSAM,2026,18,668,338,330,208
ASSAM,2031,18,592,310,282,208
ASSAM,2036,18,588,307,281,208
ASSAM,2026,19,666,338,328,208
ASSAM,2031,19,608,315,293,208
ASSAM,2036,19,585,306,280,208
ASSAM,2026,20,665,339,326,208
ASSAM,2031,20,628,322,306,208
ASSAM,2036,20,578,303,274,208
ASSAM,2026,21,669,342,328,208
ASSAM,2031,21,643,327,316,208
ASSAM,2036,21,571,301,270,208
ASSAM,2026,22,670,343,328,208
ASSAM,2031,22,653,331,322,208
ASSAM,2036,22,573,302,271,208
ASSAM,2026,23,668,342,326,208
ASSAM,2031,23,657,333,324,208
ASSAM,2036,23,582,305,277,208
WEST BENGAL,2011,5,1598,815,783,212
WEST BENGAL,2016,5,1452,741,711,212
WEST BENGAL,2021,5,1318,681,637,212
WEST BENGAL,2011,6,1625,830,795,212
WEST BENGAL,2016,6,1482,752,729,212
WEST BENGAL,2021,6,1330,688,642,212
WEST BENGAL,2011,7,1651,844,807,212
WEST BENGAL,2016,7,1510,765,745,212
WEST BENGAL,2021,7,1350,698,652,212
WEST BENGAL,2011,8,1678,858,820,212
WEST BENGAL,2016,8,1537,779,758,212
WEST BENGAL,2021,8,1376,710,667,212
WEST BENGAL,2011,9,1704,872,832,212
WEST BENGAL,2016,9,1564,795,769,212
WEST BENGAL,2021,9,1410,724,686,212
WEST BENGAL,2011,10,1739,891,848,212
WEST BENGAL,2016,10,1591,811,780,212
WEST BENGAL,2021,10,1445,737,708,212
WEST BENGAL,2011,11,1775,910,864,212
WEST BENGAL,2016,11,1618,826,792,212
WEST BENGAL,2021,11,1476,749,727,212
WEST BENGAL,2011,12,1796,922,874,212
WEST BENGAL,2016,12,1645,840,805,212
WEST BENGAL,2021,12,1504,762,742,212
WEST BENGAL,2011,13,1805,927,878,212
WEST BENGAL,2016,13,1671,854,816,212
WEST BENGAL,2021,13,1531,776,755,212
WEST BENGAL,2011,14,1800,924,876,212
WEST BENGAL,2016,14,1695,868,827,212
WEST BENGAL,2021,14,1556,791,765,212
WEST BENGAL,2011,15,1803,926,877,212
WEST BENGAL,2016,15,1729,886,843,212
WEST BENGAL,2021,15,1581,806,775,212
WEST BENGAL,2011,16,1815,933,881,212
WEST BENGAL,2016,16,1763,905,858,212
WEST BENGAL,2021,16,1608,821,787,212
WEST BENGAL,2011,17,1815,933,882,212
WEST BENGAL,2016,17,1784,916,868,212
WEST BENGAL,2021,17,1634,835,799,212
WEST BENGAL,2011,18,1804,927,878,212
WEST BENGAL,2016,18,1792,920,871,212
WEST BENGAL,2021,18,1658,848,810,212
WEST BENGAL,2011,19,1782,913,869,212
WEST BENGAL,2016,19,1786,917,868,212
WEST BENGAL,2021,19,1682,861,820,212
WEST BENGAL,2011,20,1766,902,864,212
WEST BENGAL,2016,20,1787,919,868,212
WEST BENGAL,2021,20,1713,879,834,212
WEST BENGAL,2011,21,1758,896,862,212
WEST BENGAL,2016,21,1796,925,871,212
WEST BENGAL,2021,21,1745,897,849,212
WEST BENGAL,2011,22,1740,885,855,212
WEST BENGAL,2016,22,1796,925,871,212
WEST BENGAL,2021,22,1766,908,858,212
WEST BENGAL,2011,23,1713,870,843,212
WEST BENGAL,2016,23,1786,918,868,212
WEST BENGAL,2021,23,1773,912,861,212
WEST BENGAL,2026,5,1237,638,600,212
WEST BENGAL,2031,5,1170,603,568,212
WEST BENGAL,2036,5,1088,560,528,212
WEST BENGAL,2026,6,1247,643,604,212
WEST BENGAL,2031,6,1185,610,575,212
WEST BENGAL,2036,6,1106,569,537,212
WEST BENGAL,2026,7,1260,649,610,212
WEST BENGAL,2031,7,1199,617,581,212
WEST BENGAL,2036,7,1123,578,545,212
WEST BENGAL,2026,8,1276,658,618,212
WEST BENGAL,2031,8,1211,624,587,212
WEST BENGAL,2036,8,1137,585,552,212
WEST BENGAL,2026,9,1296,668,628,212
WEST BENGAL,2031,9,1222,630,593,212
WEST BENGAL,2036,9,1151,592,559,212
WEST BENGAL,2026,10,1312,677,634,212
WEST BENGAL,2031,10,1232,635,597,212
WEST BENGAL,2036,10,1165,600,566,212
WEST BENGAL,2026,11,1325,685,640,212
WEST BENGAL,2031,11,1242,640,602,212
WEST BENGAL,2036,11,1181,608,573,212
WEST BENGAL,2026,12,1345,695,650,212
WEST BENGAL,2031,12,1255,647,608,212
WEST BENGAL,2036,12,1195,615,580,212
WEST BENGAL,2026,13,1371,707,664,212
WEST BENGAL,2031,13,1271,655,616,212
WEST BENGAL,2036,13,1206,621,585,212
WEST BENGAL,2026,14,1403,720,683,212
WEST BENGAL,2031,14,1289,665,625,212
WEST BENGAL,2036,14,1216,626,590,212
WEST BENGAL,2026,15,1437,733,704,212
WEST BENGAL,2031,15,1304,673,630,212
WEST BENGAL,2036,15,1224,631,594,212
WEST BENGAL,2026,16,1466,744,722,212
WEST BENGAL,2031,16,1316,681,635,212
WEST BENGAL,2036,16,1234,636,598,212
WEST BENGAL,2026,17,1494,757,737,212
WEST BENGAL,2031,17,1335,690,645,212
WEST BENGAL,2036,17,1246,642,604,212
WEST BENGAL,2026,18,1519,770,749,212
WEST BENGAL,2031,18,1360,701,658,212
WEST BENGAL,2036,18,1260,650,610,212
WEST BENGAL,2026,19,1543,785,758,212
WEST BENGAL,2031,19,1391,714,677,212
WEST BENGAL,2036,19,1278,659,619,212
WEST BENGAL,2026,20,1566,799,767,212
WEST BENGAL,2031,20,1423,726,696,212
WEST BENGAL,2036,20,1290,667,623,212
WEST BENGAL,2026,21,1591,813,778,212
WEST BENGAL,2031,21,1450,737,713,212
WEST BENGAL,2036,21,1301,674,627,212
WEST BENGAL,2026,22,1616,827,789,212
WEST BENGAL,2031,22,1477,749,728,212
WEST BENGAL,2036,22,1319,683,636,212
WEST BENGAL,2026,23,1641,840,800,212
WEST BENGAL,2031,23,1503,763,740,212
WEST BENGAL,2036,23,1344,694,650,212
JHARKHAND,2011,5,805,412,394,216
JHARKHAND,2016,5,772,396,376,216
JHARKHAND,2021,5,720,377,342,216
JHARKHAND,2011,6,808,414,394,216
JHARKHAND,2016,6,788,401,387,216
JHARKHAND,2021,6,712,375,337,216
JHARKHAND,2011,7,807,414,393,216
JHARKHAND,2016,7,799,405,394,216
JHARKHAND,2021,7,713,375,337,216
JHARKHAND,2011,8,804,413,391,216
JHARKHAND,2016,8,802,407,395,216
JHARKHAND,2021,8,723,379,344,216
JHARKHAND,2011,9,797,410,387,216
JHARKHAND,2016,9,800,407,393,216
JHARKHAND,2021,9,742,385,357,216
JHARKHAND,2011,10,797,411,386,216
JHARKHAND,2016,10,799,408,391,216
JHARKHAND,2021,10,766,393,373,216
JHARKHAND,2011,11,799,413,386,216
JHARKHAND,2016,11,803,411,393,216
JHARKHAND,2021,11,784,399,386,216
JHARKHAND,2011,12,791,410,381,216
JHARKHAND,2016,12,804,411,393,216
JHARKHAND,2021,12,795,402,393,216
JHARKHAND,2011,13,772,401,371,216
JHARKHAND,2016,13,800,410,390,216
JHARKHAND,2021,13,799,404,395,216
JHARKHAND,2011,14,743,386,357,216
JHARKHAND,2016,14,793,408,386,216
JHARKHAND,2021,14,796,404,392,216
JHARKHAND,2011,15,712,372,341,216
JHARKHAND,2016,15,793,409,385,216
JHARKHAND,2021,15,796,405,391,216
JHARKHAND,2011,16,689,361,328,216
JHARKHAND,2016,16,796,411,385,216
JHARKHAND,2021,16,801,408,393,216
JHARKHAND,2011,17,667,350,317,216
JHARKHAND,2016,17,788,407,381,216
JHARKHAND,2021,17,801,409,392,216
JHARKHAND,2011,18,648,339,309,216
JHARKHAND,2016,18,769,398,371,216
JHARKHAND,2021,18,798,408,390,216
JHARKHAND,2011,19,631,329,303,216
JHARKHAND,2016,19,740,384,357,216
JHARKHAND,2021,19,791,405,386,216
JHARKHAND,2011,20,611,317,295,216
JHARKHAND,2016,20,710,369,341,216
JHARKHAND,2021,20,791,405,385,216
JHARKHAND,2011,21,590,304,286,216
JHARKHAND,2016,21,686,358,329,216
JHARKHAND,2021,21,793,407,386,216
JHARKHAND,2011,22,573,295,279,216
JHARKHAND,2016,22,665,347,318,216
JHARKHAND,2021,22,785,404,381,216
JHARKHAND,2011,23,561,287,274,216
JHARKHAND,2016,23,645,336,309,216
JHARKHAND,2021,23,766,395,372,216
JHARKHAND,2026,5,724,377,348,216
JHARKHAND,2031,5,711,368,343,216
JHARKHAND,2036,5,687,354,333,216
JHARKHAND,2026,6,726,378,348,216
JHARKHAND,2031,6,714,370,344,216
JHARKHAND,2036,6,693,357,336,216
JHARKHAND,2026,7,726,378,347,216
JHARKHAND,2031,7,716,371,345,216
JHARKHAND,2036,7,698,360,338,216
JHARKHAND,2026,8,725,378,347,216
JHARKHAND,2031,8,718,372,345,216
JHARKHAND,2036,8,702,362,340,216
JHARKHAND,2026,9,723,377,346,216
JHARKHAND,2031,9,719,373,346,216
JHARKHAND,2036,9,704,363,341,216
JHARKHAND,2026,10,715,375,341,216
JHARKHAND,2031,10,720,374,346,216
JHARKHAND,2036,10,707,365,342,216
JHARKHAND,2026,11,708,372,336,216
JHARKHAND,2031,11,722,375,347,216
JHARKHAND,2036,11,711,368,343,216
JHARKHAND,2026,12,710,373,337,216
JHARKHAND,2031,12,723,376,347,216
JHARKHAND,2036,12,714,369,345,216
JHARKHAND,2026,13,720,376,344,216
JHARKHAND,2031,13,722,376,347,216
JHARKHAND,2036,13,716,370,345,216
JHARKHAND,2026,14,740,383,357,216
JHARKHAND,2031,14,721,375,346,216
JHARKHAND,2036,14,716,371,346,216
JHARKHAND,2026,15,764,390,373,216
JHARKHAND,2031,15,713,372,341,216
JHARKHAND,2036,15,718,372,346,216
JHARKHAND,2026,16,782,396,386,216
JHARKHAND,2031,16,706,370,336,216
JHARKHAND,2036,16,720,373,347,216
JHARKHAND,2026,17,793,400,393,216
JHARKHAND,2031,17,708,370,337,216
JHARKHAND,2036,17,721,374,348,216
JHARKHAND,2026,18,797,402,395,216
JHARKHAND,2031,18,718,374,345,216
JHARKHAND,2036,18,721,373,347,216
JHARKHAND,2026,19,794,401,393,216
JHARKHAND,2031,19,738,380,358,216
JHARKHAND,2036,19,719,372,347,216
JHARKHAND,2026,20,794,402,391,216
JHARKHAND,2031,20,762,387,374,216
JHARKHAND,2036,20,711,369,342,216
JHARKHAND,2026,21,798,405,394,216
JHARKHAND,2031,21,780,393,387,216
JHARKHAND,2036,21,705,367,338,216
JHARKHAND,2026,22,799,405,394,216
JHARKHAND,2031,22,791,397,394,216
JHARKHAND,2036,22,707,367,339,216
JHARKHAND,2026,23,795,404,391,216
JHARKHAND,2031,23,794,398,396,216
JHARKHAND,2036,23,717,370,346,216
ODISHA,2011,5,797,408,388,220
ODISHA,2016,5,730,368,362,220
ODISHA,2021,5,671,331,340,220
ODISHA,2011,6,804,412,393,220
ODISHA,2016,6,741,374,366,220
ODISHA,2021,6,668,328,341,220
ODISHA,2011,7,811,414,396,220
ODISHA,2016,7,750,380,370,220
ODISHA,2021,7,671,328,343,220
ODISHA,2011,8,817,417,400,220
ODISHA,2016,8,758,384,375,220
ODISHA,2021,8,680,333,347,220
ODISHA,2011,9,821,418,403,220
ODISHA,2016,9,766,387,379,220
ODISHA,2021,9,694,341,353,220
ODISHA,2011,10,831,423,408,220
ODISHA,2016,10,776,391,385,220
ODISHA,2021,10,711,352,359,220
ODISHA,2011,11,842,428,414,220
ODISHA,2016,11,786,396,390,220
ODISHA,2021,11,723,359,364,220
ODISHA,2011,12,845,428,416,220
ODISHA,2016,12,793,399,394,220
ODISHA,2021,12,733,364,368,220
ODISHA,2011,13,840,425,415,220
ODISHA,2016,13,797,400,397,220
ODISHA,2021,13,739,367,372,220
ODISHA,2011,14,828,418,410,220
ODISHA,2016,14,798,399,400,220
ODISHA,2021,14,743,367,376,220
ODISHA,2011,15,817,411,405,220
ODISHA,2016,15,805,400,404,220
ODISHA,2021,15,749,369,381,220
ODISHA,2011,16,810,407,403,220
ODISHA,2016,16,813,403,410,220
ODISHA,2021,16,757,372,386,220
ODISHA,2011,17,803,403,400,220
ODISHA,2016,17,814,402,412,220
ODISHA,2021,17,762,373,389,220
ODISHA,2011,18,794,398,396,220
ODISHA,2016,18,806,397,410,220
ODISHA,2021,18,764,372,392,220
ODISHA,2011,19,784,392,392,220
ODISHA,2016,19,792,388,404,220
ODISHA,2021,19,762,368,394,220
ODISHA,2011,20,774,386,388,220
ODISHA,2016,20,775,377,398,220
ODISHA,2021,20,764,366,398,220
ODISHA,2011,21,766,381,385,220
ODISHA,2016,21,764,370,395,220
ODISHA,2021,21,767,365,402,220
ODISHA,2011,22,756,375,381,220
ODISHA,2016,22,755,364,392,220
ODISHA,2021,22,766,363,403,220
ODISHA,2011,23,746,370,376,220
ODISHA,2016,23,748,359,388,220
ODISHA,2021,23,761,359,402,220
ODISHA,2026,5,646,318,328,220
ODISHA,2031,5,614,302,312,220
ODISHA,2036,5,576,282,294,220
ODISHA,2026,6,648,318,330,220
ODISHA,2031,6,617,302,315,220
ODISHA,2036,6,580,283,297,220
ODISHA,2026,7,649,317,332,220
ODISHA,2031,7,620,303,318,220
ODISHA,2036,7,583,283,300,220
ODISHA,2026,8,651,317,334,220
ODISHA,2031,8,623,303,320,220
ODISHA,2036,8,587,284,303,220
ODISHA,2026,9,653,317,336,220
ODISHA,2031,9,625,302,322,220
ODISHA,2036,9,591,285,306,220
ODISHA,2026,10,652,315,337,220
ODISHA,2031,10,628,303,325,220
ODISHA,2036,10,596,287,310,220
ODISHA,2026,11,652,313,339,220
ODISHA,2031,11,631,303,328,220
ODISHA,2036,11,601,288,313,220
ODISHA,2026,12,655,313,341,220
ODISHA,2031,12,633,303,330,220
ODISHA,2036,12,604,288,316,220
ODISHA,2026,13,662,317,345,220
ODISHA,2031,13,633,301,332,220
ODISHA,2036,13,605,287,318,220
ODISHA,2026,14,672,322,350,220
ODISHA,2031,14,631,298,333,220
ODISHA,2036,14,604,284,320,220
ODISHA,2026,15,685,330,355,220
ODISHA,2031,15,627,293,334,220
ODISHA,2036,15,603,282,322,220
ODISHA,2026,16,695,335,360,220
ODISHA,2031,16,625,289,335,220
ODISHA,2036,16,605,280,324,220
ODISHA,2026,17,703,339,364,220
ODISHA,2031,17,625,288,337,220
ODISHA,2036,17,604,278,326,220
ODISHA,2026,18,707,339,368,220
ODISHA,2031,18,630,289,340,220
ODISHA,2036,18,602,274,327,220
ODISHA,2026,19,708,337,371,220
ODISHA,2031,19,638,293,345,220
ODISHA,2036,19,597,269,328,220
ODISHA,2026,20,709,335,374,220
ODISHA,2031,20,645,297,349,220
ODISHA,2036,20,589,261,328,220
ODISHA,2026,21,712,334,378,220
ODISHA,2031,21,651,299,352,220
ODISHA,2036,21,581,254,328,220
ODISHA,2026,22,715,334,381,220
ODISHA,2031,22,657,301,356,220
ODISHA,2036,22,580,251,329,220
ODISHA,2026,23,718,334,384,220
ODISHA,2031,23,662,302,360,220
ODISHA,2036,23,586,253,333,220
CHHATTISGARH,2011,5,542,275,267,224
CHHATTISGARH,2016,5,539,275,265,224
CHHATTISGARH,2021,5,561,289,273,224
CHHATTISGARH,2011,6,546,277,269,224
CHHATTISGARH,2016,6,527,268,259,224
CHHATTISGARH,2021,6,567,292,275,224
CHHATTISGARH,2011,7,548,278,270,224
CHHATTISGARH,2016,7,522,265,257,224
CHHATTISGARH,2021,7,568,292,276,224
CHHATTISGARH,2011,8,550,279,271,224
CHHATTISGARH,2016,8,523,265,258,224
CHHATTISGARH,2021,8,563,289,274,224
CHHATTISGARH,2011,9,552,280,272,224
CHHATTISGARH,2016,9,531,270,262,224
CHHATTISGARH,2021,9,552,283,269,224
CHHATTISGARH,2011,10,557,283,274,224
CHHATTISGARH,2016,10,540,274,266,224
CHHATTISGARH,2021,10,538,274,263,224
CHHATTISGARH,2011,11,562,285,276,224
CHHATTISGARH,2016,11,544,277,268,224
CHHATTISGARH,2021,11,526,268,259,224
CHHATTISGARH,2011,12,562,285,277,224
CHHATTISGARH,2016,12,548,278,269,224
CHHATTISGARH,2021,12,522,265,257,224
CHHATTISGARH,2011,13,557,283,274,224
CHHATTISGARH,2016,13,550,279,271,224
CHHATTISGARH,2021,13,524,266,258,224
CHHATTISGARH,2011,14,547,277,270,224
CHHATTISGARH,2016,14,551,280,271,224
CHHATTISGARH,2021,14,532,270,262,224
CHHATTISGARH,2011,15,539,273,266,224
CHHATTISGARH,2016,15,556,282,274,224
CHHATTISGARH,2021,15,541,275,266,224
CHHATTISGARH,2011,16,534,270,264,224
CHHATTISGARH,2016,16,562,285,277,224
CHHATTISGARH,2021,16,545,277,268,224
CHHATTISGARH,2011,17,526,266,260,224
CHHATTISGARH,2016,17,562,285,277,224
CHHATTISGARH,2021,17,549,279,270,224
CHHATTISGARH,2011,18,517,261,256,224
CHHATTISGARH,2016,18,558,283,275,224
CHHATTISGARH,2021,18,551,280,272,224
CHHATTISGARH,2011,19,505,255,250,224
CHHATTISGARH,2016,19,548,277,271,224
CHHATTISGARH,2021,19,553,280,273,224
CHHATTISGARH,2011,20,493,249,244,224
CHHATTISGARH,2016,20,540,273,268,224
CHHATTISGARH,2021,20,558,283,276,224
CHHATTISGARH,2011,21,483,244,240,224
CHHATTISGARH,2016,21,536,270,266,224
CHHATTISGARH,2021,21,565,285,279,224
CHHATTISGARH,2011,22,473,238,235,224
CHHATTISGARH,2016,22,528,266,263,224
CHHATTISGARH,2021,22,565,285,280,224
CHHATTISGARH,2011,23,462,233,229,224
CHHATTISGARH,2016,23,518,261,258,224
CHHATTISGARH,2021,23,560,282,277,224
CHHATTISGARH,2026,5,537,277,261,224
CHHATTISGARH,2031,5,506,261,245,224
CHHATTISGARH,2036,5,482,249,233,224
CHHATTISGARH,2026,6,544,280,264,224
CHHATTISGARH,2031,6,510,264,247,224
CHHATTISGARH,2036,6,483,250,233,224
CHHATTISGARH,2026,7,549,283,266,224
CHHATTISGARH,2031,7,516,266,250,224
CHHATTISGARH,2036,7,486,252,234,224
CHHATTISGARH,2026,8,553,285,268,224
CHHATTISGARH,2031,8,522,269,253,224
CHHATTISGARH,2036,8,491,254,237,224
CHHATTISGARH,2026,9,555,285,269,224
CHHATTISGARH,2031,9,529,273,256,224
CHHATTISGARH,2036,9,498,258,241,224
CHHATTISGARH,2026,10,560,288,272,224
CHHATTISGARH,2031,10,536,277,260,224
CHHATTISGARH,2036,10,505,261,244,224
CHHATTISGARH,2026,11,567,292,275,224
CHHATTISGARH,2031,11,544,280,263,224
CHHATTISGARH,2036,11,511,264,247,224
CHHATTISGARH,2026,12,568,292,276,224
CHHATTISGARH,2031,12,550,283,266,224
CHHATTISGARH,2036,12,517,267,250,224
CHHATTISGARH,2026,13,563,289,274,224
CHHATTISGARH,2031,13,553,285,268,224
CHHATTISGARH,2036,13,523,270,253,224
CHHATTISGARH,2026,14,553,283,270,224
CHHATTISGARH,2031,14,556,286,270,224
CHHATTISGARH,2036,14,530,273,257,224
CHHATTISGARH,2026,15,539,275,264,224
CHHATTISGARH,2031,15,561,289,272,224
CHHATTISGARH,2036,15,538,277,261,224
CHHATTISGARH,2026,16,528,268,260,224
CHHATTISGARH,2031,16,568,292,276,224
CHHATTISGARH,2036,16,546,281,265,224
CHHATTISGARH,2026,17,524,266,258,224
CHHATTISGARH,2031,17,570,293,277,224
CHHATTISGARH,2036,17,552,284,268,224
CHHATTISGARH,2026,18,526,266,259,224
CHHATTISGARH,2031,18,565,290,276,224
CHHATTISGARH,2036,18,556,286,270,224
CHHATTISGARH,2026,19,534,270,264,224
CHHATTISGARH,2031,19,556,284,272,224
CHHATTISGARH,2036,19,559,287,272,224
CHHATTISGARH,2026,20,544,275,269,224
CHHATTISGARH,2031,20,542,275,267,224
CHHATTISGARH,2036,20,566,290,276,224
CHHATTISGARH,2026,21,549,277,272,224
CHHATTISGARH,2031,21,533,269,263,224
CHHATTISGARH,2036,21,573,293,280,224
CHHATTISGARH,2026,22,553,279,274,224
CHHATTISGARH,2031,22,528,266,262,224
CHHATTISGARH,2036,22,575,294,281,224
CHHATTISGARH,2026,23,554,280,274,224
CHHATTISGARH,2031,23,530,267,263,224
CHHATTISGARH,2036,23,570,291,279,224
MADHYA PRADESH,2011,5,1617,838,779,228
MADHYA PRADESH,2016,5,1615,836,779,228
MADHYA PRADESH,2021,5,1722,900,822,228
MADHYA PRADESH,2011,6,1627,845,782,228
MADHYA PRADESH,2016,6,1556,802,755,228
MADHYA PRADESH,2021,6,1745,914,831,228
MADHYA PRADESH,2011,7,1633,849,784,228
MADHYA PRADESH,2016,7,1528,785,743,228
MADHYA PRADESH,2021,7,1743,913,830,228
MADHYA PRADESH,2011,8,1637,852,785,228
MADHYA PRADESH,2016,8,1530,787,743,228
MADHYA PRADESH,2021,8,1717,898,820,228
MADHYA PRADESH,2011,9,1638,854,784,228
MADHYA PRADESH,2016,9,1563,807,756,228
MADHYA PRADESH,2021,9,1667,868,799,228
MADHYA PRADESH,2011,10,1650,861,790,228
MADHYA PRADESH,2016,10,1599,828,771,228
MADHYA PRADESH,2021,10,1599,827,772,228
MADHYA PRADESH,2011,11,1665,869,796,228
MADHYA PRADESH,2016,11,1615,838,777,228
MADHYA PRADESH,2021,11,1547,796,751,228
MADHYA PRADESH,2011,12,1662,868,793,228
MADHYA PRADESH,2016,12,1625,845,781,228
MADHYA PRADESH,2021,12,1522,781,740,228
MADHYA PRADESH,2011,13,1641,859,782,228
MADHYA PRADESH,2016,13,1629,848,782,228
MADHYA PRADESH,2021,13,1524,783,740,228
MADHYA PRADESH,2011,14,1603,841,762,228
MADHYA PRADESH,2016,14,1627,848,779,228
MADHYA PRADESH,2021,14,1553,802,751,228
MADHYA PRADESH,2011,15,1568,826,742,228
MADHYA PRADESH,2016,15,1637,854,783,228
MADHYA PRADESH,2021,15,1587,822,765,228
MADHYA PRADESH,2011,16,1544,816,728,228
MADHYA PRADESH,2016,16,1651,862,789,228
MADHYA PRADESH,2021,16,1602,832,770,228
MADHYA PRADESH,2011,17,1516,803,713,228
MADHYA PRADESH,2016,17,1646,861,785,228
MADHYA PRADESH,2021,17,1611,838,773,228
MADHYA PRADESH,2011,18,1483,785,698,228
MADHYA PRADESH,2016,18,1624,851,773,228
MADHYA PRADESH,2021,18,1614,841,773,228
MADHYA PRADESH,2011,19,1444,764,681,228
MADHYA PRADESH,2016,19,1584,832,752,228
MADHYA PRADESH,2021,19,1610,840,770,228
MADHYA PRADESH,2011,20,1405,742,662,228
MADHYA PRADESH,2016,20,1547,816,731,228
MADHYA PRADESH,2021,20,1616,844,772,228
MADHYA PRADESH,2011,21,1368,724,645,228
MADHYA PRADESH,2016,21,1521,806,716,228
MADHYA PRADESH,2021,21,1627,851,776,228
MADHYA PRADESH,2011,22,1334,705,629,228
MADHYA PRADESH,2016,22,1492,792,700,228
MADHYA PRADESH,2021,22,1622,850,772,228
MADHYA PRADESH,2011,23,1302,686,616,228
MADHYA PRADESH,2016,23,1459,774,685,228
MADHYA PRADESH,2021,23,1601,840,760,228
MADHYA PRADESH,2026,5,1636,849,787,228
MADHYA PRADESH,2031,5,1544,797,746,228
MADHYA PRADESH,2036,5,1440,741,699,228
MADHYA PRADESH,2026,6,1647,856,791,228
MADHYA PRADESH,2031,6,1563,808,755,228
MADHYA PRADESH,2036,6,1448,745,703,228
MADHYA PRADESH,2026,7,1658,863,795,228
MADHYA PRADESH,2031,7,1581,818,763,228
MADHYA PRADESH,2036,7,1461,752,709,228
MADHYA PRADESH,2026,8,1669,869,800,228
MADHYA PRADESH,2031,8,1596,826,769,228
MADHYA PRADESH,2036,8,1480,762,717,228
MADHYA PRADESH,2026,9,1679,875,804,228
MADHYA PRADESH,2031,9,1608,834,774,228
MADHYA PRADESH,2036,9,1504,776,728,228
MADHYA PRADESH,2026,10,1707,891,815,228
MADHYA PRADESH,2031,10,1623,842,781,228
MADHYA PRADESH,2036,10,1532,791,741,228
MADHYA PRADESH,2026,11,1735,908,827,228
MADHYA PRADESH,2031,11,1639,851,787,228
MADHYA PRADESH,2036,11,1556,804,752,228
MADHYA PRADESH,2026,12,1736,908,828,228
MADHYA PRADESH,2031,12,1652,859,793,228
MADHYA PRADESH,2036,12,1575,814,761,228
MADHYA PRADESH,2026,13,1710,893,817,228
MADHYA PRADESH,2031,13,1662,865,797,228
MADHYA PRADESH,2036,13,1590,823,767,228
MADHYA PRADESH,2026,14,1658,863,795,228
MADHYA PRADESH,2031,14,1669,870,800,228
MADHYA PRADESH,2036,14,1600,829,770,228
MADHYA PRADESH,2026,15,1587,821,766,228
MADHYA PRADESH,2031,15,1695,885,810,228
MADHYA PRADESH,2036,15,1612,837,775,228
MADHYA PRADESH,2026,16,1534,790,744,228
MADHYA PRADESH,2031,16,1722,902,821,228
MADHYA PRADESH,2036,16,1627,845,782,228
MADHYA PRADESH,2026,17,1509,775,733,228
MADHYA PRADESH,2031,17,1723,902,821,228
MADHYA PRADESH,2036,17,1639,853,786,228
MADHYA PRADESH,2026,18,1509,776,733,228
MADHYA PRADESH,2031,18,1695,886,809,228
MADHYA PRADESH,2036,18,1648,858,789,228
MADHYA PRADESH,2026,19,1536,794,743,228
MADHYA PRADESH,2031,19,1641,855,786,228
MADHYA PRADESH,2036,19,1653,862,791,228
MADHYA PRADESH,2026,20,1567,813,754,228
MADHYA PRADESH,2031,20,1568,813,755,228
MADHYA PRADESH,2036,20,1676,876,799,228
MADHYA PRADESH,2026,21,1580,822,758,228
MADHYA PRADESH,2031,21,1513,781,732,228
MADHYA PRADESH,2036,21,1700,892,809,228
MADHYA PRADESH,2026,22,1588,828,760,228
MADHYA PRADESH,2031,22,1486,765,721,228
MADHYA PRADESH,2036,22,1699,892,808,228
MADHYA PRADESH,2026,23,1591,830,761,228
MADHYA PRADESH,2031,23,1487,766,721,228
MADHYA PRADESH,2036,23,1673,876,797,228
GUJARAT,2011,5,1153,613,541,232
GUJARAT,2016,5,1135,606,529,232
GUJARAT,2021,5,1165,634,532,232
GUJARAT,2011,6,1161,618,543,232
GUJARAT,2016,6,1122,595,528,232
GUJARAT,2021,6,1166,637,529,232
GUJARAT,2011,7,1169,623,546,232
GUJARAT,2016,7,1119,591,528,232
GUJARAT,2021,7,1165,637,528,232
GUJARAT,2011,8,1176,628,548,232
GUJARAT,2016,8,1125,594,531,232
GUJARAT,2021,8,1161,633,528,232
GUJARAT,2011,9,1183,632,551,232
GUJARAT,2016,9,1141,606,535,232
GUJARAT,2021,9,1154,625,529,232
GUJARAT,2011,10,1195,639,556,232
GUJARAT,2016,10,1157,617,540,232
GUJARAT,2021,10,1140,612,529,232
GUJARAT,2011,11,1206,645,561,232
GUJARAT,2016,11,1166,624,543,232
GUJARAT,2021,11,1129,601,528,232
