raw_state,year,quarter,txn_count,txn_amount_inr,registered_users,txn_count_p2p,txn_count_retail,txn_count_utility
andaman & nicobar islands,2018,1,9089,18569126.204451818,9292,2297,6656,136.0
andaman & nicobar islands,2018,2,15062,35517275.86434877,12739,4383,10462,217.0
andaman & nicobar islands,2018,3,21154,67343424.71247172,15949,7608,13138,408.0
andaman & nicobar islands,2018,4,31139,107983057.52065912,20050,12260,18359,520.0
andaman & nicobar islands,2019,1,40726,126352730.02408026,24369,15423,24638,665.0
andaman & nicobar islands,2019,2,46764,163354796.04235423,28099,18528,27418,818.0
andaman & nicobar islands,2019,3,40623,151428296.95221972,31181,17346,21707,1570.0
andaman & nicobar islands,2019,4,41665,170840663.89588845,33871,19490,18325,3850.0
andaman & nicobar islands,2020,1,49104,181027348.6617951,36875,19682,23473,5949.0
andaman & nicobar islands,2020,2,78685,197252557.32084328,41393,23455,43610,11620.0
andaman & nicobar islands,2020,3,143989,392083841.7156626,50005,48650,76639,18700.0
andaman & nicobar islands,2020,4,272005,732159322.5032427,61520,95937,132834,43234.0
andaman & nicobar islands,2021,1,316270,962447873.368161,69111,130833,86168,99269.0
andaman & nicobar islands,2021,2,457972,1105731027.1761088,77369,167435,123565,166972.0
andaman & nicobar islands,2021,3,587428,1530805193.8545938,85547,231422,169369,186637.0
andaman & nicobar islands,2021,4,722741,2012194678.690066,94375,300209,259587,162945.0
andaman & nicobar islands,2022,1,998495,2453419279.5854826,102605,397423,396140,204932.0
andaman & nicobar islands,2022,2,1419556,3229468164.9089017,111074,537340,629016,253200.0
andaman & nicobar islands,2022,3,1876971,3727232315.104086,119671,698789,866124,312058.0
andaman & nicobar islands,2022,4,2263155,4313612056.401077,127606,822471,1130336,310348.0
andaman & nicobar islands,2023,1,2449897,4656305779.671389,134328,882980,1254352,312565.0
andaman & nicobar islands,2023,2,2939168,5236683780.982016,141172,997058,1593082,349028.0
andaman & nicobar islands,2023,3,3294013,5429583227.211581,148091,1138133,1795799,360081.0
andaman & nicobar islands,2023,4,3921213,6538722461.517704,155470,1353803,2204624,362786.0
andaman & nicobar islands,2024,1,4328346,7073085032.739111,162750,1467728,2483253,377365.0
andaman & nicobar islands,2024,2,4795590,7495263210.120073,170651,1548283,2830230,417077.0
andaman & nicobar islands,2024,3,5294506,7666206641.658037,178309,1730844,3128743,434919.0
andaman & nicobar islands,2024,4,6079801,8934732725.344223,184669,1988874,3637868,453059.0
andaman & nicobar islands,2025,1,6332082,9162142602.949232,190713,2042168,3813109,476805.0
andaman & nicobar islands,2025,2,6375269,8893455438.409813,196844,1943344,3953793,478132.0
andaman & nicobar islands,2025,3,6731822,8790337988.9711,203056,2062721,4184644,484457.0
andaman & nicobar islands,2025,4,7609535,10377697808.657213,209295,2368365,4719538,521632.0
andaman & nicobar islands,2026,1,7964501,10927506389.645979,214818,2444181,4993199,527121.0
andaman & nicobar islands,2026,2,7753095,10442295042.827309,220759,2318395,4915599,519101.0
andhra pradesh,2018,1,10862829,14001071206.72507,2979027,3470494,6888562,503773.0
andhra pradesh,2018,2,14697368,26355488600.117676,3941740,5367902,8191674,1137792.0
andhra pradesh,2018,3,29262730,40288693498.011696,4841052,17848404,9823208,1591118.0
andhra pradesh,2018,4,35722329,57943164106.786865,6134766,19562957,14242724,1916648.0
andhra pradesh,2019,1,67981444,98042197867.21909,7399826,43527491,21565529,2888424.0
andhra pradesh,2019,2,73241659,144859083315.21857,8379878,41431019,29006645,2803995.0
andhra pradesh,2019,3,93033155,177040315932.09756,9369779,49997866,38574125,4461164.0
andhra pradesh,2019,4,130762980,254283893858.3307,10528985,73565940,48905204,8291836.0
andhra pradesh,2020,1,159186574,328528062231.59393,11664133,86063489,58613484,14509601.0
andhra pradesh,2020,2,176284886,380612306331.30676,12828761,94711506,58995509,22577871.0
andhra pradesh,2020,3,251377109,585395478652.1339,14049378,136309737,90557252,24510120.0
andhra pradesh,2020,4,326093276,760638671029.0725,15263807,178466683,118472460,29154133.0
andhra pradesh,2021,1,360571899,827396576580.57,16309736,187035752,122228605,51307542.0
andhra pradesh,2021,2,450715706,1067722803488.4009,17327874,244005532,137701586,69008588.0
andhra pradesh,2021,3,552469257,1229581784431.981,18380260,283896229,195005296,73567732.0
andhra pradesh,2021,4,576560191,1241105876775.0784,19405303,288996866,223299270,64264055.0
andhra pradesh,2022,1,725554627,1565634867542.4126,20341205,359825164,295596425,70133038.0
andhra pradesh,2022,2,840332341,1793485874297.8623,21272937,402016237,357185042,81131062.0
andhra pradesh,2022,3,956418056,1959402519798.4548,22199210,442266221,425082142,89069693.0
andhra pradesh,2022,4,1030438279,2028666459424.0625,23102641,470505491,468020065,91912723.0
andhra pradesh,2023,1,1138724913,2251807395014.746,23903359,515228601,526737073,96759239.0
andhra pradesh,2023,2,1295037315,2509703988271.9307,24687258,573773696,613447829,107815790.0
andhra pradesh,2023,3,1467644978,2654560419251.27,25473637,623522468,730559498,113563012.0
andhra pradesh,2023,4,1588297806,2811855025318.7295,26160960,673686762,800499764,114111280.0
andhra pradesh,2024,1,1749727590,3018505887112.872,26931791,722183330,907194749,120349511.0
andhra pradesh,2024,2,1920885662,3185673985146.1885,27773775,748936609,1043588059,128360994.0
andhra pradesh,2024,3,2086058265,3227507134129.8457,28578957,803007628,1154960340,128090297.0
andhra pradesh,2024,4,2292770050,3454536571052.4014,29497544,872939105,1284541504,135289441.0
andhra pradesh,2025,1,2422886250,3666795723272.4346,30313656,926759367,1349213113,146913770.0
andhra pradesh,2025,2,2530918973,3781520939571.639,31181805,935539501,1445602514,149776958.0
andhra pradesh,2025,3,2700328888,3814695548343.5576,32097241,979073292,1575163628,146091968.0
andhra pradesh,2025,4,2862709581,4000106326747.966,32906085,1018086782,1696774348,147848451.0
andhra pradesh,2026,1,3047429835,4349723573013.5205,33598777,1077713980,1812911085,156804770.0
andhra pradesh,2026,2,3245956863,4623697374921.988,34327612,1109707075,1978617733,157632055.0
arunachal pradesh,2018,1,56572,112009706.82247925,26660,15540,40846,186.0
arunachal pradesh,2018,2,100858,239594007.44920862,39517,30899,69003,956.0
arunachal pradesh,2018,3,160327,390349037.86985934,53503,56490,102215,1622.0
arunachal pradesh,2018,4,222216,597276469.6237385,71555,78292,141727,2197.0
arunachal pradesh,2019,1,293223,762934389.2826967,88991,114051,175799,3373.0
arunachal pradesh,2019,2,387295,1070406251.3836615,108855,148005,235969,3321.0
arunachal pradesh,2019,3,456122,1290611112.9316866,128047,187127,246085,22910.0
arunachal pradesh,2019,4,570808,1664821348.2619624,146946,248720,245850,76238.0
arunachal pradesh,2020,1,696142,1928569155.032096,169049,282980,284879,128283.0
arunachal pradesh,2020,2,972129,2479742352.6607533,198449,340273,407472,224384.0
arunachal pradesh,2020,3,1160082,3346055621.9050674,228945,475422,466194,218466.0
arunachal pradesh,2020,4,1393785,4195981781.202884,257285,611037,498430,284318.0
arunachal pradesh,2021,1,1511740,4824985661.331147,279538,717820,268630,525290.0
arunachal pradesh,2021,2,2126788,5874285594.840509,303657,1019755,357066,749967.0
arunachal pradesh,2021,3,2552879,7358989851.156297,327708,1295459,445416,812004.0
arunachal pradesh,2021,4,2781103,7765536383.489752,353110,1394700,624665,761738.0
arunachal pradesh,2022,1,3643158,9915850686.493687,378277,1814764,974159,854235.0
arunachal pradesh,2022,2,4904907,12095132402.063713,406742,2362702,1560097,982108.0
arunachal pradesh,2022,3,6325455,13636396793.285019,436558,3089113,2127733,1108609.0
arunachal pradesh,2022,4,7474281,14697638125.945652,465208,3542488,2753357,1178436.0
arunachal pradesh,2023,1,8416665,16792360774.756207,493307,3962069,3193883,1260713.0
arunachal pradesh,2023,2,10917104,20359353648.82662,521967,4985211,4518172,1413721.0
arunachal pradesh,2023,3,13227332,21637138207.620934,552339,6019719,5692334,1515279.0
arunachal pradesh,2023,4,15084363,24771952971.461708,584620,6810909,6707771,1565683.0
arunachal pradesh,2024,1,16868525,26693314814.200375,623413,7377899,7729487,1761139.0
arunachal pradesh,2024,2,20110193,30367049709.014652,670071,8264639,9939346,1906208.0
arunachal pradesh,2024,3,24519045,31440191935.077065,712965,10063903,12397130,2058012.0
arunachal pradesh,2024,4,26790106,34929686801.95984,743265,10737577,13968413,2084116.0
arunachal pradesh,2025,1,28407442,36223848602.66401,772957,10857782,15250004,2299656.0
arunachal pradesh,2025,2,31151454,38572901830.24858,803428,11005299,17910730,2235425.0
arunachal pradesh,2025,3,36334234,42295740825.88502,834455,12684279,21332176,2317779.0
arunachal pradesh,2025,4,36103054,43631000044.51788,865553,12859718,20914837,2328499.0
arunachal pradesh,2026,1,36174886,43929133553.19525,894421,12775009,20987088,2412789.0
arunachal pradesh,2026,2,40632514,47494947481.35698,951240,13494356,24690742,2447416.0
assam,2018,1,1295882,1391575090.9188318,449118,367018,917663,11201.0
assam,2018,2,1996901,2752709124.016653,669433,602513,1336377,58011.0
assam,2018,3,2726534,4337172377.059211,900297,907160,1729859,89515.0
assam,2018,4,4296227,6693717176.148428,1200972,1425542,2764241,106444.0
assam,2019,1,4947555,8430938338.259106,1461630,2043007,2757939,146609.0
assam,2019,2,5585407,10669441203.404137,1719942,2242546,3193461,149400.0
assam,2019,3,6054473,12546298666.063118,1997575,2646141,3051698,356634.0
assam,2019,4,6891858,14599084294.48947,2240183,3109608,2890501,891749.0
assam,2020,1,8674891,18864649389.34545,2534072,3723043,3406812,1545036.0
assam,2020,2,11026960,19908371407.600346,2938372,3693429,4571702,2761829.0
assam,2020,3,11961802,26368491655.51855,3266212,4865545,4773287,2322970.0
assam,2020,4,14784484,36013810212.345345,3615153,6673162,5154466,2956856.0
assam,2021,1,17317732,44333318961.29296,3929145,8037741,3579513,5700478.0
assam,2021,2,22621193,51853860554.972015,4267940,9999466,4119253,8502474.0
assam,2021,3,28693230,64005741457.90784,4661558,12915370,6486596,9291264.0
assam,2021,4,35028733,77820924721.56917,5099567,15760519,10034417,9233797.0
assam,2022,1,50025695,110373718442.02957,5551092,22622208,16994856,10408631.0
assam,2022,2,64800277,127094723035.47563,6021618,28055767,24578300,12166210.0
assam,2022,3,84341513,150673177993.96173,6517957,35183163,34972826,14185524.0
assam,2022,4,97084626,172386294490.2151,6999042,40692233,41152378,15240015.0
assam,2023,1,115216347,212425494987.1329,7478158,48450507,49721049,17044791.0
assam,2023,2,139599202,235261543203.49353,7935267,57867509,62198937,19532756.0
assam,2023,3,168278113,243468041626.96988,8451423,66738687,80789947,20749479.0
assam,2023,4,194352109,285818446041.6975,9011333,79931097,93896583,20524429.0
assam,2024,1,222628994,321206875230.3624,9619049,91156112,108690485,22782397.0
assam,2024,2,274589008,345236981886.75684,10259479,105567953,143706811,25314244.0
assam,2024,3,297749691,333320132729.0125,10865707,112086581,159283968,26379142.0
assam,2024,4,333086043,382282177286.4366,11341543,129253234,178000773,25832036.0
assam,2025,1,381449165,449262511160.80133,11808496,148257710,202129241,31062214.0
assam,2025,2,412522853,444019860093.2911,12266826,152460784,228314633,31747436.0
assam,2025,3,454562374,444477731627.2193,12771675,163168524,257785154,33608696.0
assam,2025,4,468795161,468243373408.78876,13282617,173912850,262799498,32082813.0
assam,2026,1,503481347,522964731937.307,13764766,187964652,280234793,35281902.0
assam,2026,2,549125066,519696079352.86957,14095525,196477566,314710936,37936564.0
bihar,2018,1,7267806,7318769108.557262,2173873,2402724,4816218,48864.0
bihar,2018,2,10434579,15988264138.119148,3075993,3988478,6197442,248659.0
bihar,2018,3,16507213,23175783209.3531,3846555,9964049,6195903,347261.0
bihar,2018,4,18324599,32563096733.8254,4894391,9133500,8778363,412736.0
bihar,2019,1,28578223,44383537984.84218,5903371,17822554,10134940,620729.0
bihar,2019,2,29212818,61070184415.5835,6750778,15127981,13444865,639972.0
bihar,2019,3,29692696,64038814257.19348,7595450,14075183,14352593,1264920.0
bihar,2019,4,40967886,89108176121.19955,8557982,23834576,13833728,3299582.0
bihar,2020,1,44056833,106616037981.9359,9579162,22185121,16415988,5455724.0
bihar,2020,2,53954783,130329505836.33133,10810307,26487666,18443012,9024105.0
bihar,2020,3,72779613,175427345182.79007,11972054,37372584,26489558,8917471.0
bihar,2020,4,97696608,239429081339.50946,13128377,49315343,37187582,11193683.0
bihar,2021,1,111690707,277382314169.3477,14274751,57601479,33189718,20899510.0
bihar,2021,2,152928387,374306226227.0451,15401467,78237915,42188486,32501986.0
bihar,2021,3,184812122,398169200251.47766,16692841,92724849,60516429,31570844.0
bihar,2021,4,211595139,455873110665.51166,17989043,102626865,80117478,28850796.0
bihar,2022,1,279365074,607780285452.8403,19351497,137367506,110204201,31793367.0
bihar,2022,2,350987405,741819444963.2347,20671708,161392512,149362668,40232225.0
bihar,2022,3,398081452,747732795859.8962,22066926,180096829,172516214,45468409.0
bihar,2022,4,478561642,881147256455.3129,23466284,211334089,219181745,48045808.0
bihar,2023,1,557298485,1037888852800.0654,24855994,245637029,256728191,54933265.0
bihar,2023,2,698546493,1224912261750.1792,26174400,293573878,339365938,65606677.0
bihar,2023,3,743992914,1148004167584.6228,27578408,311733910,364225692,68033312.0
bihar,2023,4,939309620,1436863360578.1116,29113524,394950650,471333078,73025892.0
bihar,2024,1,1086107837,1633842288997.5242,30849769,455919236,544022949,86165652.0
bihar,2024,2,1321734729,1878213500138.2026,32631512,529175031,693433446,99126252.0
bihar,2024,3,1354611186,1774925561306.6208,34194093,547856063,710563604,96191519.0
bihar,2024,4,1559808519,2092918508999.367,35663071,641897466,820470734,97440319.0
bihar,2025,1,1530666231,2084046921423.7925,37257833,629038929,800286778,101340524.0
bihar,2025,2,1793785807,2356277702190.085,38792069,703844449,980327979,109613379.0
bihar,2025,3,1804002017,2130102112192.274,40492727,695549121,1002602349,105850547.0
bihar,2025,4,2022586363,2442715459709.96,42344157,793555664,1119034346,109996353.0
bihar,2026,1,2098602814,2537338892793.637,43855409,833487914,1152850594,112264306.0
bihar,2026,2,2289051873,2678141315406.1562,44813491,879874401,1295213536,113963936.0
chandigarh,2018,1,223975,393507115.84811443,84504,86598,135274,2103.0
chandigarh,2018,2,319560,664062457.5527933,113150,139093,171635,8832.0
chandigarh,2018,3,417919,971597704.0881219,141119,205970,197262,14687.0
chandigarh,2018,4,603259,1354040230.1718202,175644,304514,279421,19324.0
chandigarh,2019,1,876820,1678862941.0300002,207673,485410,360000,31410.0
chandigarh,2019,2,1081281,2214484682.804943,240155,506704,534131,40446.0
chandigarh,2019,3,1428205,2696336857.265588,268117,607651,746995,73559.0
chandigarh,2019,4,1663318,3246646185.7316084,292017,722134,812438,128746.0
chandigarh,2020,1,1776530,3334833902.532528,316683,707916,890041,178573.0
chandigarh,2020,2,1098495,2233114743.327046,341687,425584,500782,172129.0
chandigarh,2020,3,1787111,3631987949.8054485,368783,675369,925689,186053.0
chandigarh,2020,4,2610842,4860838678.860598,396747,902711,1450083,258048.0
chandigarh,2021,1,3291014,5639239470.444478,420246,1088211,1728889,473914.0
chandigarh,2021,2,3336924,5688419002.539844,442163,1110497,1673769,552658.0
chandigarh,2021,3,4795459,7498822383.4005165,465065,1505884,2650201,639374.0
chandigarh,2021,4,5012587,7760737879.59054,487572,1508876,2956450,547261.0
chandigarh,2022,1,6026078,9061038154.153315,509170,1784924,3654287,586867.0
chandigarh,2022,2,7761882,10624481178.149662,529517,2128206,4970069,663607.0
chandigarh,2022,3,9175146,12189515329.976696,550651,2527240,5882444,765462.0
chandigarh,2022,4,9744704,12720512772.5428,569949,2607319,6381514,755871.0
chandigarh,2023,1,10182795,13320740709.154438,587987,2723528,6679868,779399.0
chandigarh,2023,2,12002645,15001734621.098116,605280,3155761,8001836,845048.0
chandigarh,2023,3,13514642,15978579212.550114,622265,3525766,9100188,888688.0
chandigarh,2023,4,13784981,16915170140.23735,639168,3600977,9344696,839308.0
chandigarh,2024,1,13667061,16541090390.048546,660057,3544955,9276490,845616.0
chandigarh,2024,2,16570280,18298504093.428207,682073,4105222,11519996,945062.0
chandigarh,2024,3,17830482,19398464952.299725,703169,4542561,12269851,1018070.0
chandigarh,2024,4,18645893,20631840726.069115,721374,4741956,12890043,1013894.0
chandigarh,2025,1,19931215,21239542165.21637,739749,5030048,13786138,1115029.0
chandigarh,2025,2,20255468,21185658828.05371,757963,4978557,14246760,1030151.0
chandigarh,2025,3,22149566,22397711070.192337,776162,5537474,15506364,1105728.0
chandigarh,2025,4,22627910,23861736668.233253,794106,5748592,15785608,1093710.0
chandigarh,2026,1,22820289,23784456763.001396,811491,5753972,15927532,1138785.0
chandigarh,2026,2,25137055,25233291728.69225,829123,6189470,17838348,1109237.0
chhattisgarh,2018,1,2308574,2600414470.835706,686395,639043,1589599,79932.0
chhattisgarh,2018,2,3380470,5020388075.196792,967619,1072278,2124217,183975.0
chhattisgarh,2018,3,4512546,7219788715.082321,1229445,1798955,2435063,278528.0
chhattisgarh,2018,4,6353226,10755271064.359688,1584333,2623941,3372461,356824.0
chhattisgarh,2019,1,8806110,13924157587.499626,1925189,4296607,4062272,447231.0
chhattisgarh,2019,2,10141906,18246258174.340855,2212185,4418365,5256226,467315.0
chhattisgarh,2019,3,12460140,21416627955.839325,2488075,5228457,6394057,837626.0
chhattisgarh,2019,4,16357293,28463127103.098198,2780915,7300968,7244686,1811639.0
chhattisgarh,2020,1,19093394,32590895619.612717,3094859,7781097,8600738,2711559.0
chhattisgarh,2020,2,21009112,37624391296.12829,3484888,8442089,8614241,3952782.0
chhattisgarh,2020,3,28282693,50717527358.68874,3897665,12041208,12030721,4210764.0
chhattisgarh,2020,4,39804658,71088111288.6268,4302482,16417563,18163320,5223775.0
chhattisgarh,2021,1,48630460,85037921799.0683,4682835,19316584,19091610,10222266.0
chhattisgarh,2021,2,57474912,98787017765.85956,5078626,23437224,19178737,14858951.0
chhattisgarh,2021,3,80717872,128856725337.29623,5517110,31909232,33321770,15486870.0
chhattisgarh,2021,4,90986070,142897547581.29657,5951381,35131434,42220296,13634340.0
chhattisgarh,2022,1,118651612,188186021689.86618,6380734,45584964,57726019,15340629.0
chhattisgarh,2022,2,143649650,217141086234.92676,6782654,52204431,73440835,18004384.0
chhattisgarh,2022,3,168777635,232335130975.735,7211969,61107108,87352711,20317816.0
chhattisgarh,2022,4,192641774,267162792319.1936,7618238,69413479,102175844,21052451.0
chhattisgarh,2023,1,214685457,299544060546.12585,8004123,76789266,113977816,23918375.0
chhattisgarh,2023,2,250168113,331458751118.9755,8375641,86943045,136171929,27053139.0
chhattisgarh,2023,3,283570782,349234131102.0796,8766380,97126941,158512662,27931179.0
chhattisgarh,2023,4,322561838,404263598492.0149,9160798,110933299,183166600,28461939.0
chhattisgarh,2024,1,366651062,463030150974.65735,9676480,124650369,209330663,32670030.0
chhattisgarh,2024,2,412497773,495339525982.10114,10160209,134770237,241644172,36083364.0
chhattisgarh,2024,3,443141845,495927695118.55237,10587536,146277797,260777393,36086655.0
chhattisgarh,2024,4,500033921,575372077008.4672,10962228,166440802,296276945,37316174.0
chhattisgarh,2025,1,498714795,585636844581.983,11341270,164285124,292745236,41684435.0
chhattisgarh,2025,2,530238048,584957150370.3911,11716582,166802677,320942200,42493171.0
chhattisgarh,2025,3,567750078,579430366109.4929,12105416,179010025,346929895,41810158.0
chhattisgarh,2025,4,605701118,639303988608.5961,12478219,194816642,369466099,41418377.0
chhattisgarh,2026,1,625441700,681983078745.7452,12825130,199909355,381331900,44200445.0
chhattisgarh,2026,2,646201571,678401352461.2666,13192734,199041865,402505854,44653852.0
dadra & nagar haveli & daman & diu,2018,1,175749,203738508.32623297,46505,48727,124310,2712.0
dadra & nagar haveli & daman & diu,2018,2,233330,339720413.4266238,62632,75693,150355,7282.0
dadra & nagar haveli & daman & diu,2018,3,327117,494728286.08063436,79851,125652,190778,10687.0
dadra & nagar haveli & daman & diu,2018,4,460719,718948346.7433174,101702,207646,240461,12612.0
dadra & nagar haveli & daman & diu,2019,1,765460,972578611.6164718,122413,463399,285372,16689.0
dadra & nagar haveli & daman & diu,2019,2,660479,1087297036.7210982,139004,320409,324440,15630.0
dadra & nagar haveli & daman & diu,2019,3,754087,1278812027.1439939,155873,340048,371757,42282.0
dadra & nagar haveli & daman & diu,2019,4,916877,1615369595.516838,174634,439004,375567,102306.0
dadra & nagar haveli & daman & diu,2020,1,1059367,1783068099.6136131,193453,449715,459843,149809.0
dadra & nagar haveli & daman & diu,2020,2,1128692,1665874471.905149,217392,427476,483124,218092.0
dadra & nagar haveli & daman & diu,2020,3,1381590,2246553945.8118267,239161,553718,633739,194133.0
dadra & nagar haveli & daman & diu,2020,4,2074476,3117756826.203451,264058,780882,1023837,269757.0
dadra & nagar haveli & daman & diu,2021,1,2468208,3719731952.6275053,284780,981563,969125,517520.0
dadra & nagar haveli & daman & diu,2021,2,2814882,4058213192.3616095,304287,1108625,1065450,640807.0
dadra & nagar haveli & daman & diu,2021,3,4130800,5487801996.985148,326668,1642468,1727177,761155.0
dadra & nagar haveli & daman & diu,2021,4,4718714,6073199177.991066,349265,1752030,2297983,668701.0
dadra & nagar haveli & daman & diu,2022,1,6099780,7630083652.340666,369790,2194931,3219540,685309.0
dadra & nagar haveli & daman & diu,2022,2,7431344,8548899697.35703,390083,2354655,4326687,750002.0
dadra & nagar haveli & daman & diu,2022,3,9167713,10016928620.567108,410533,2905787,5333300,928626.0
dadra & nagar haveli & daman & diu,2022,4,10667542,11210383267.660694,431261,3196176,6545310,926056.0
dadra & nagar haveli & daman & diu,2023,1,11627938,12184562485.612377,449889,3455321,7186722,985895.0
dadra & nagar haveli & daman & diu,2023,2,13139339,13293978308.32088,467310,3776627,8303022,1059690.0
dadra & nagar haveli & daman & diu,2023,3,14946369,14582297017.60117,484521,4410140,9373489,1162740.0
dadra & nagar haveli & daman & diu,2023,4,17850712,16983535180.430668,502992,5097316,11546558,1206838.0
dadra & nagar haveli & daman & diu,2024,1,20353556,18765466590.83841,522738,5816338,13145056,1392162.0
dadra & nagar haveli & daman & diu,2024,2,22527545,19470526075.93761,542235,6167656,14877323,1482566.0
dadra & nagar haveli & daman & diu,2024,3,24452181,20598707213.18743,560853,6931855,15976900,1543426.0
dadra & nagar haveli & daman & diu,2024,4,27354023,22905248328.83792,579259,7537976,18263646,1552401.0
dadra & nagar haveli & daman & diu,2025,1,27107809,22346971352.215958,597015,7221487,18323342,1562980.0
dadra & nagar haveli & daman & diu,2025,2,28225351,23146137014.55257,613335,7216216,19481392,1527743.0
dadra & nagar haveli & daman & diu,2025,3,31444001,24673354040.591118,630853,8208256,21544940,1690805.0
dadra & nagar haveli & daman & diu,2025,4,32546677,26195111187.06368,647249,8706241,22194792,1645644.0
dadra & nagar haveli & daman & diu,2026,1,33719156,26943767275.15291,661947,9026170,23012051,1680935.0
dadra & nagar haveli & daman & diu,2026,2,33036223,26552512651.741745,685445,8616843,22891864,1527516.0
delhi,2018,1,4861388,8271371793.392628,1954765,1615875,2985448,260065.0
delhi,2018,2,6889986,13364589444.285055,2581867,2449953,3933398,506635.0
delhi,2018,3,12574966,19957898704.19008,3271387,3857294,7857195,860477.0
delhi,2018,4,24850974,31024643827.81318,4336314,6896926,16093319,1860729.0
delhi,2019,1,36894345,44300658315.162735,5182927,13271887,20659076,2963382.0
delhi,2019,2,43013774,58968863487.081665,5845734,14006642,25329627,3677505.0
delhi,2019,3,55742193,76468995159.52313,6463153,17777669,32091616,5872908.0
delhi,2019,4,62548835,93652030961.80515,6975942,22990805,31670633,7887397.0
delhi,2020,1,64918068,101297919304.47128,7506500,23652153,33050230,8215685.0
delhi,2020,2,52441310,81000333616.01228,8071753,19831287,25679771,6930252.0
delhi,2020,3,73862510,129779470523.62761,8702719,29703975,36733987,7424548.0
delhi,2020,4,101260942,177739597368.565,9361847,39937336,50818263,10505343.0
delhi,2021,1,120153276,205668430518.44977,9968730,46702955,56615267,16835054.0
delhi,2021,2,121471283,202501475643.4478,10538375,48255308,54742475,18473500.0
delhi,2021,3,172751582,288115773262.44116,11160288,67534917,82693069,22523596.0
delhi,2021,4,180172118,312145482478.9022,11796958,69394557,91396064,19381497.0
delhi,2022,1,223152158,376375724015.03375,12414526,84352873,118196322,20602963.0
delhi,2022,2,280662698,443015534922.1724,12974749,97270927,159256415,24135356.0
delhi,2022,3,336144494,507114703182.28174,13539000,114108021,193226144,28810329.0
delhi,2022,4,365023307,556037697335.6055,14081903,121689844,213906227,29427236.0
delhi,2023,1,408284405,611515329918.7366,14595060,134544771,241528649,32210985.0
delhi,2023,2,479877785,661524275756.0029,15072030,150932258,293401714,35543813.0
delhi,2023,3,544463265,707384902988.8572,15541397,166704530,339588954,38169781.0
delhi,2023,4,595978737,800033234390.3937,16011335,184185421,373762989,38030327.0
delhi,2024,1,648689028,833026878275.8525,16600851,196018058,411667423,41003547.0
delhi,2024,2,774314356,895745968493.4221,17177363,219740879,509081017,45492460.0
delhi,2024,3,844711512,960894810351.4745,17734636,242375284,552938672,49397556.0
delhi,2024,4,910091437,1058824541586.6793,18256126,261111396,597843647,51136394.0
delhi,2025,1,946994561,1075695710049.5652,18767127,270766003,618162326,58066232.0
delhi,2025,2,988353361,1059397596251.9786,19263783,270015501,662259192,56078668.0
delhi,2025,3,1069317276,1110313539978.9946,19764135,293655235,714113988,61548053.0
delhi,2025,4,1087983371,1170618652301.9897,20229290,299388404,727159498,61435469.0
delhi,2026,1,1087780733,1157725625834.733,20688029,296399539,729639080,61742114.0
delhi,2026,2,1171904826,1176560966476.9006,21250201,306838191,802878308,62188327.0
goa,2018,1,183383,349066357.90028584,97236,66717,115688,978.0
goa,2018,2,257510,535602446.42051774,128359,96965,155786,4759.0
goa,2018,3,376513,784750606.0741248,160129,161853,206471,8189.0
goa,2018,4,579647,1267443769.8483543,204229,268194,301078,10375.0
goa,2019,1,869079,1729283766.1123345,248825,442149,405891,21039.0
goa,2019,2,1066466,2165028896.673666,290801,510080,527008,29378.0
goa,2019,3,1351959,2683370624.34643,331094,649002,625843,77114.0
goa,2019,4,1901461,3915138021.176736,370015,959581,742233,199647.0
goa,2020,1,2308644,4491991521.593598,410941,1095516,920792,292336.0
goa,2020,2,1740286,2715145069.5507383,451839,629488,763049,347749.0
goa,2020,3,2133105,3765761100.712038,499358,847145,966368,319592.0
goa,2020,4,4146283,7565195670.719751,553679,1695904,1953066,497313.0
goa,2021,1,6169621,11178477599.490131,596406,2574988,2615744,978889.0
goa,2021,2,5343431,8784725625.06963,634949,2032902,2174178,1136351.0
goa,2021,3,7417529,11618809271.817026,677726,2861832,3288618,1267079.0
goa,2021,4,11465988,18743523947.17128,720435,4502621,5639629,1323738.0
goa,2022,1,13928876,21935946828.799046,759279,5223491,7310623,1394762.0
goa,2022,2,16022094,24878187518.779408,796871,5658819,8797632,1565643.0
goa,2022,3,17781281,25811794705.68304,835257,6030389,10069731,1681161.0
goa,2022,4,23220664,33502458362.18222,871837,7786510,13577360,1856794.0
goa,2023,1,24526280,35270734819.251785,904953,8076526,14541027,1908727.0
goa,2023,2,26864800,38615163972.77406,935702,8592814,16228200,2043786.0
goa,2023,3,27248674,37450380521.6337,967033,8489626,16701945,2057103.0
goa,2023,4,33643920,44395207299.52843,1001527,10436608,21043935,2163377.0
goa,2024,1,35146111,45445685425.66287,1039130,10733878,22126561,2285672.0
goa,2024,2,37182439,47519409391.04823,1078255,10934962,23876060,2371417.0
goa,2024,3,36966358,45991002795.0858,1117049,10857503,23713527,2395328.0
goa,2024,4,46318894,56637741193.07748,1151724,13498885,30230530,2589479.0
goa,2025,1,49193973,58807211950.65007,1185550,14131627,32194383,2867963.0
goa,2025,2,45771675,55369449580.35414,1218114,12632826,30469355,2669494.0
goa,2025,3,46150727,54338864093.71546,1252705,12865476,30620188,2665063.0
goa,2025,4,52951592,63813316867.88237,1289056,14936827,35239184,2775581.0
goa,2026,1,55169116,67324007480.50716,1325289,15481410,36831929,2855777.0
