reporting_date,region,state,n_offices,n_credit_accounts,credit_limit_rs,amount_outstanding_rs
2021-06-30,NORTHERN REGION,Himachal Pradesh,1350,927197,455068754000,325357071000
2021-06-30,NORTHERN REGION,Jammu & Kashmir,1408,2356978,916677737000,677059792000
2021-06-30,NORTHERN REGION,Ladakh,72,64920,30628905000,23110869000
2021-06-30,NORTHERN REGION,Punjab,5948,6026213,5285235515000,2463094608000
2021-06-30,NORTHERN REGION,Rajasthan,6089,9960241,4823137480000,3388472252000
2021-06-30,SOUTHERN REGION,Andhra Pradesh,5891,13154977,5539630737000,4377989194000
2021-06-30,SOUTHERN REGION,Karnataka,8534,17165771,10713494925000,7124020666000
2021-06-30,SOUTHERN REGION,Kerala,5914,11588322,4687782085000,3525441128000
2021-06-30,SOUTHERN REGION,Lakshadweep,12,5286,1426105000,962878000
2021-06-30,SOUTHERN REGION,Puducherry,215,624005,171552355000,133268109000
2021-06-30,SOUTHERN REGION,Tamil Nadu,10844,37556362,14801851112000,10081096176000
2021-06-30,SOUTHERN REGION,Telangana,4465,10258852,8151108548000,5474714685000
2021-06-30,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,105,111179,59653251000,40460288000
2021-06-30,WESTERN REGION,Goa,652,468484,313996403000,206671733000
2021-06-30,WESTERN REGION,Gujarat,7542,10320951,8876657034000,5721902357000
2021-06-30,WESTERN REGION,Maharashtra,12147,58088437,49105458440000,28593995137000
2021-09-30,CENTRAL REGION,Chhattisgarh,2131,2844948,1655141808000,1047578196000
2021-09-30,CENTRAL REGION,Madhya Pradesh,5711,10517928,4633840037000,3010748299000
2021-09-30,CENTRAL REGION,Uttar Pradesh,13156,17953467,7018629690000,4803952901000
2021-09-30,CENTRAL REGION,Uttarakhand,1812,1447571,778731100000,556938622000
2021-09-30,EASTERN REGION,Andaman & Nicobar Islands,69,57646,37504808000,28814654000
2021-09-30,EASTERN REGION,Bihar,5282,10758710,1984440532000,1474216105000
2021-09-30,EASTERN REGION,Jharkhand,2649,4325458,1058677862000,742207407000
2021-09-30,EASTERN REGION,Odisha,4155,8143597,2110428352000,1383170164000
2021-09-30,EASTERN REGION,Sikkim,157,110972,56827715000,41533955000
2021-09-30,EASTERN REGION,West Bengal,8330,15516371,7200951540000,4047175064000
2021-09-30,NORTH-EASTERN REGION,Arunachal Pradesh,131,110380,67908758000,51079210000
2021-09-30,NORTH-EASTERN REGION,Assam,2439,4990770,1097309147000,792835734000
2021-09-30,NORTH-EASTERN REGION,Manipur,179,254974,96980735000,71977619000
2021-09-30,NORTH-EASTERN REGION,Meghalaya,262,236093,112908381000,80445063000
2021-09-30,NORTH-EASTERN REGION,Mizoram,117,100909,41885978000,30922381000
2021-09-30,NORTH-EASTERN REGION,Nagaland,166,185859,78140554000,56737914000
2021-09-30,NORTH-EASTERN REGION,Tripura,418,803537,117483546000,94102040000
2021-09-30,NORTHERN REGION,Chandigarh,375,553702,1347985316000,818736568000
2021-09-30,NORTHERN REGION,Delhi,3456,6314018,20450711412000,12748411784000
2021-09-30,NORTHERN REGION,Haryana,4265,5961771,4613738584000,2862543201000
2021-09-30,NORTHERN REGION,Himachal Pradesh,1342,939367,458410561000,333033341000
2021-09-30,NORTHERN REGION,Jammu & Kashmir,1424,2382362,949196233000,703132031000
2021-09-30,NORTHERN REGION,Ladakh,72,67033,33066402000,25437164000
2021-09-30,NORTHERN REGION,Punjab,5897,6153067,4808007470000,2472160318000
2021-09-30,NORTHERN REGION,Rajasthan,6067,10166648,5188504286000,3477691447000
2021-09-30,SOUTHERN REGION,Andhra Pradesh,5888,13453813,5683788455000,4552647036000
2021-09-30,SOUTHERN REGION,Karnataka,8474,17337511,11155674639000,7215493317000
2021-09-30,SOUTHERN REGION,Kerala,5892,11390921,4801619663000,3649109908000
2021-09-30,SOUTHERN REGION,Lakshadweep,12,5391,1458924000,1000204000
2021-09-30,SOUTHERN REGION,Puducherry,214,625160,172488013000,135075535000
2021-09-30,SOUTHERN REGION,Tamil Nadu,10671,38202080,15012642516000,10343487123000
2021-09-30,SOUTHERN REGION,Telangana,4463,10543340,8296819119000,5474883328000
2021-09-30,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,102,113426,60157012000,42001472000
2021-09-30,WESTERN REGION,Goa,649,471002,315158414000,209741606000
2021-09-30,WESTERN REGION,Gujarat,7496,10573535,9198327570000,5817748307000
2021-09-30,WESTERN REGION,Maharashtra,12050,62074695,51197607876000,28502257695000
2021-12-31,CENTRAL REGION,Chhattisgarh,2164,2891034,1823481575000,1164151020000
2021-12-31,CENTRAL REGION,Madhya Pradesh,5774,10854100,4890977845000,3155871435000
2021-12-31,CENTRAL REGION,Uttar Pradesh,13183,18385140,7439959404000,5159497055000
2021-12-31,CENTRAL REGION,Uttarakhand,1815,1473849,824687155000,587807924000
2021-12-31,EASTERN REGION,Andaman & Nicobar Islands,69,59113,39274419000,30218166000
2021-12-31,EASTERN REGION,Bihar,5285,10932894,2077399218000,1538750291000
2021-12-31,EASTERN REGION,Jharkhand,2656,4414755,1139873111000,786729582000
2021-12-31,EASTERN REGION,Odisha,4196,8232733,2295044256000,1539048883000
2021-12-31,EASTERN REGION,Sikkim,159,113251,62901801000,45205901000
2021-12-31,EASTERN REGION,West Bengal,8321,14918635,6385361004000,4125438719000
2021-12-31,NORTH-EASTERN REGION,Arunachal Pradesh,132,113116,71755564000,54280570000
2021-12-31,NORTH-EASTERN REGION,Assam,2434,4830375,1143901443000,830177043000
2021-12-31,NORTH-EASTERN REGION,Manipur,182,259178,102653933000,76611995000
2021-12-31,NORTH-EASTERN REGION,Meghalaya,266,238435,120240324000,80695701000
2021-12-31,NORTH-EASTERN REGION,Mizoram,118,101502,43585859000,32493710000
2021-12-31,NORTH-EASTERN REGION,Nagaland,166,186417,81970644000,59521730000
2021-12-31,NORTH-EASTERN REGION,Tripura,419,767304,121405510000,97175400000
2021-12-31,NORTHERN REGION,Chandigarh,380,551984,1365457475000,836663519000
2021-12-31,NORTHERN REGION,Delhi,3475,6509721,21393717004000,13197635601000
2021-12-31,NORTHERN REGION,Haryana,4294,6147899,4928415114000,3071693126000
2021-12-31,NORTHERN REGION,Himachal Pradesh,1354,963711,486256285000,350260190000
2021-12-31,NORTHERN REGION,Jammu & Kashmir,1425,2406613,982809194000,721626647000
2021-12-31,NORTHERN REGION,Ladakh,75,67316,34198862000,26023923000
2021-12-31,NORTHERN REGION,Punjab,5902,6249732,5352239693000,2681555017000
2021-12-31,NORTHERN REGION,Rajasthan,6129,10487058,5596905898000,3656909996000
2021-12-31,SOUTHERN REGION,Andhra Pradesh,5937,13871255,5933611129000,4727441994000
2021-12-31,SOUTHERN REGION,Karnataka,8570,17981390,11647283550000,7590581278000
2021-12-31,SOUTHERN REGION,Kerala,5900,11856759,5051284651000,3810757920000
2021-12-31,SOUTHERN REGION,Lakshadweep,12,5737,1543443000,1069763000
2021-12-31,SOUTHERN REGION,Puducherry,215,660012,181522862000,141065591000
2021-12-31,SOUTHERN REGION,Tamil Nadu,10926,37989464,15419749312000,10494896467000
2021-12-31,SOUTHERN REGION,Telangana,4497,10762538,8567478578000,5690386818000
2021-12-31,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,102,116126,63704515000,44736619000
2021-12-31,WESTERN REGION,Goa,642,476392,338233317000,218509738000
2021-12-31,WESTERN REGION,Gujarat,7547,11328681,9703916354000,6143212239000
2021-12-31,WESTERN REGION,Maharashtra,12165,66946696,52573131121000,29840015313000
2022-03-31,CENTRAL REGION,Chhattisgarh,2170,2859690,2077185141000,1257165619000
2022-03-31,CENTRAL REGION,Madhya Pradesh,5787,11167181,5180644695000,3292166846000
2022-03-31,CENTRAL REGION,Uttar Pradesh,13158,19021514,7864722510000,5510272597000
2022-03-31,CENTRAL REGION,Uttarakhand,1802,1514188,888366495000,617557516000
2022-03-31,EASTERN REGION,Andaman & Nicobar Islands,68,61020,40813046000,31462971000
2022-03-31,EASTERN REGION,Bihar,5305,11469178,2241678459000,1671048212000
2022-03-31,EASTERN REGION,Jharkhand,2653,4546715,1200301673000,833042417000
2022-03-31,EASTERN REGION,Odisha,4211,8459533,2360062719000,1623698743000
2022-03-31,EASTERN REGION,Sikkim,159,115104,66297174000,48781011000
2022-03-31,EASTERN REGION,West Bengal,8293,15082207,6828645135000,4400850649000
2022-03-31,NORTH-EASTERN REGION,Arunachal Pradesh,133,118293,75726300000,56473434000
2022-03-31,NORTH-EASTERN REGION,Assam,2434,4820670,1272620977000,875596612000
2022-03-31,NORTH-EASTERN REGION,Manipur,186,265209,108345424000,80965808000
2022-03-31,NORTH-EASTERN REGION,Meghalaya,264,240653,122060124000,84694170000
2022-03-31,NORTH-EASTERN REGION,Mizoram,118,101864,45917054000,34340657000
2022-03-31,NORTH-EASTERN REGION,Nagaland,165,188369,85699519000,62205993000
2022-03-31,NORTH-EASTERN REGION,Tripura,420,764151,128174173000,103073605000
2022-03-31,NORTHERN REGION,Chandigarh,380,541374,1331218552000,804759462000
2022-03-31,NORTHERN REGION,Delhi,3459,6573243,22366095362000,13881684266000
2022-03-31,NORTHERN REGION,Haryana,4297,6329300,5199786434000,3250736230000
2022-03-31,NORTHERN REGION,Himachal Pradesh,1353,988494,513152060000,368104535000
2022-03-31,NORTHERN REGION,Jammu & Kashmir,1426,2443379,1031630717000,754820669000
2022-03-31,NORTHERN REGION,Ladakh,74,68175,35600007000,26719032000
2022-03-31,NORTHERN REGION,Punjab,5867,6303778,5678266250000,2676277115000
2022-03-31,NORTHERN REGION,Rajasthan,6159,10926226,5532200629000,3892048119000
2022-03-31,SOUTHERN REGION,Andhra Pradesh,5935,14392242,6165732896000,4931437953000
2022-03-31,SOUTHERN REGION,Karnataka,8573,18304964,11994473046000,7979461328000
2022-03-31,SOUTHERN REGION,Kerala,5882,11533174,5214982673000,3944120393000
2022-03-31,SOUTHERN REGION,Lakshadweep,12,6016,1645756000,1175588000
2022-03-31,SOUTHERN REGION,Puducherry,215,656663,187379560000,146762824000
2022-03-31,SOUTHERN REGION,Tamil Nadu,10942,38123038,16062625975000,11096831736000
2022-03-31,SOUTHERN REGION,Telangana,4479,10945772,8971783466000,5896883931000
2022-03-31,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,103,117759,67860301000,47212839000
2022-03-31,WESTERN REGION,Goa,640,480978,349210583000,226054458000
2022-03-31,WESTERN REGION,Gujarat,7538,11335070,9930274377000,6375856221000
2022-03-31,WESTERN REGION,Maharashtra,12164,72371088,55489366170000,31982478300000
2022-06-30,CENTRAL REGION,Chhattisgarh,2196,2920525,1938480794000,1298212059000
2022-06-30,CENTRAL REGION,Madhya Pradesh,5851,11245645,5150278270000,3348869021000
2022-06-30,CENTRAL REGION,Uttar Pradesh,13266,19390413,8048597999000,5631177996000
2022-06-30,CENTRAL REGION,Uttarakhand,1811,1530928,883106777000,627464342000
2022-06-30,EASTERN REGION,Andaman & Nicobar Islands,69,62537,41815943000,32319885000
2022-06-30,EASTERN REGION,Bihar,5329,11644826,2301123204000,1726610223000
2022-06-30,EASTERN REGION,Jharkhand,2659,4637687,1591473241000,851592819000
2022-06-30,EASTERN REGION,Odisha,4266,8709595,2447213729000,1635034579000
2022-06-30,EASTERN REGION,Sikkim,161,115975,68253650000,50469789000
2022-06-30,EASTERN REGION,West Bengal,8354,15110727,6808144721000,4399366095000
2022-06-30,NORTH-EASTERN REGION,Arunachal Pradesh,136,118893,77620583000,57772337000
2022-06-30,NORTH-EASTERN REGION,Assam,2434,4565278,1287186296000,884903997000
2022-06-30,NORTH-EASTERN REGION,Manipur,190,269784,113713217000,84837557000
2022-06-30,NORTH-EASTERN REGION,Meghalaya,267,238303,129362002000,89101775000
2022-06-30,NORTH-EASTERN REGION,Mizoram,119,101577,47541858000,35662303000
2022-06-30,NORTH-EASTERN REGION,Nagaland,170,187268,88383527000,64248501000
2022-06-30,NORTH-EASTERN REGION,Tripura,422,745532,128250148000,102476616000
2022-06-30,NORTHERN REGION,Chandigarh,378,546823,1244114976000,774636289000
2022-06-30,NORTHERN REGION,Delhi,3478,6715639,22570177797000,14132629406000
2022-06-30,NORTHERN REGION,Haryana,4318,6489392,5204162061000,3359667038000
2022-06-30,NORTHERN REGION,Himachal Pradesh,1369,1001417,522279865000,378136619000
2022-06-30,NORTHERN REGION,Jammu & Kashmir,1444,2459788,1060204484000,775813157000
2022-06-30,NORTHERN REGION,Ladakh,75,70077,38707176000,29694882000
2022-06-30,NORTHERN REGION,Punjab,5893,6369878,5493467545000,2668366486000
2022-06-30,NORTHERN REGION,Rajasthan,6253,11037745,5568143958000,3984925210000
2022-06-30,SOUTHERN REGION,Andhra Pradesh,6023,14563969,6321815312000,5063281029000
2022-06-30,SOUTHERN REGION,Karnataka,8643,18843001,12260603100000,8144727258000
2022-06-30,SOUTHERN REGION,Kerala,5925,11757642,5346655815000,4018753518000
2022-06-30,SOUTHERN REGION,Lakshadweep,12,6036,1779297000,1235751000
2022-06-30,SOUTHERN REGION,Puducherry,217,651532,193293687000,151841397000
2022-06-30,SOUTHERN REGION,Tamil Nadu,11033,38490244,16324729200000,11277549341000
2022-06-30,SOUTHERN REGION,Telangana,4550,11207066,9267931537000,6158516723000
2022-06-30,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,103,119830,68152820000,47717041000
2022-06-30,WESTERN REGION,Goa,641,482350,343663737000,223192624000
2022-06-30,WESTERN REGION,Gujarat,7607,11624526,10238887740000,6455880113000
2022-06-30,WESTERN REGION,Maharashtra,12253,77902303,57028734743000,32964273854000
2022-09-30,CENTRAL REGION,Chhattisgarh,2234,3080192,1965044932000,1291902537000
2022-09-30,CENTRAL REGION,Madhya Pradesh,5869,11596791,5261117684000,3427546455000
2022-09-30,CENTRAL REGION,Uttar Pradesh,13320,19899095,8362269932000,5909283085000
2022-09-30,CENTRAL REGION,Uttarakhand,1818,1570487,918877577000,648546488000
2022-09-30,EASTERN REGION,Andaman & Nicobar Islands,69,65265,43927892000,34196658000
2022-09-30,EASTERN REGION,Bihar,5391,12045868,2409710985000,1777039905000
2022-09-30,EASTERN REGION,Jharkhand,2676,4766155,1276762991000,892012964000
2022-09-30,EASTERN REGION,Odisha,4304,8773615,2477304838000,1727133427000
2022-09-30,EASTERN REGION,Sikkim,161,118888,74365654000,55403215000
2022-09-30,EASTERN REGION,West Bengal,8382,15506704,6979363670000,4597342820000
2022-09-30,NORTH-EASTERN REGION,Arunachal Pradesh,139,122046,81407248000,61894757000
2022-09-30,NORTH-EASTERN REGION,Assam,2450,4610322,1351112012000,924183038000
2022-09-30,NORTH-EASTERN REGION,Manipur,194,280549,119611932000,90547699000
2022-09-30,NORTH-EASTERN REGION,Meghalaya,268,242669,133816700000,95023440000
2022-09-30,NORTH-EASTERN REGION,Mizoram,119,104133,49494479000,37204713000
2022-09-30,NORTH-EASTERN REGION,Nagaland,170,189251,92896620000,68163246000
2022-09-30,NORTH-EASTERN REGION,Tripura,425,757448,133310400000,106154791000
2022-09-30,NORTHERN REGION,Chandigarh,378,560002,1253136028000,776624485000
2022-09-30,NORTHERN REGION,Delhi,3487,6924339,23386851751000,14495651695000
2022-09-30,NORTHERN REGION,Haryana,4345,6747223,5411825485000,3530117073000
2022-09-30,NORTHERN REGION,Himachal Pradesh,1388,1011072,544860505000,392926495000
2022-09-30,NORTHERN REGION,Jammu & Kashmir,1453,2537925,1110108335000,815007230000
2022-09-30,NORTHERN REGION,Ladakh,76,72730,41460187000,31649426000
2022-09-30,NORTHERN REGION,Punjab,5909,6545821,5007567722000,2736660106000
2022-09-30,NORTHERN REGION,Rajasthan,6289,11406679,5826124013000,4128154953000
2022-09-30,SOUTHERN REGION,Andhra Pradesh,6066,15064064,6619759874000,5312052823000
2022-09-30,SOUTHERN REGION,Karnataka,8725,19404733,12709856258000,8449323126000
2022-09-30,SOUTHERN REGION,Kerala,5944,11860197,5555960774000,4230786319000
2022-09-30,SOUTHERN REGION,Lakshadweep,12,6102,1824311000,1269455000
2022-09-30,SOUTHERN REGION,Puducherry,219,649459,199346806000,156389830000
2022-09-30,SOUTHERN REGION,Tamil Nadu,11106,39502134,17030154310000,11827029858000
2022-09-30,SOUTHERN REGION,Telangana,4597,11523473,9623505380000,6284203176000
2022-09-30,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,102,121248,72458153000,49823726000
2022-09-30,WESTERN REGION,Goa,646,493143,354189919000,231697043000
2022-09-30,WESTERN REGION,Gujarat,7653,12073940,10658329625000,6689705254000
2022-09-30,WESTERN REGION,Maharashtra,12411,84143825,61268187708000,35231471315000
2022-12-31,CENTRAL REGION,Chhattisgarh,2245,3071456,2045145452000,1400159447000
2022-12-31,CENTRAL REGION,Madhya Pradesh,5904,11750533,5448005315000,3620549131000
2022-12-31,CENTRAL REGION,Uttar Pradesh,13359,20437279,8753946160000,6145531039000
2022-12-31,CENTRAL REGION,Uttarakhand,1815,1620552,949705482000,667708495000
2022-12-31,EASTERN REGION,Andaman & Nicobar Islands,70,68111,45609286000,35393782000
2022-12-31,EASTERN REGION,Bihar,5429,12528436,2495269284000,1842602370000
2022-12-31,EASTERN REGION,Jharkhand,2696,4877709,1360796986000,937971343000
2022-12-31,EASTERN REGION,Odisha,4322,8867020,2623547992000,1812653366000
2022-12-31,EASTERN REGION,Sikkim,162,121449,75250077000,54936183000
2022-12-31,EASTERN REGION,West Bengal,8422,15620035,7271482516000,4654532774000
2022-12-31,NORTH-EASTERN REGION,Arunachal Pradesh,145,125655,86038492000,65983247000
2022-12-31,NORTH-EASTERN REGION,Assam,2464,4534418,1405147717000,964164504000
2022-12-31,NORTH-EASTERN REGION,Manipur,198,295421,127757178000,97636399000
2022-12-31,NORTH-EASTERN REGION,Meghalaya,272,248225,133481753000,94525621000
2022-12-31,NORTH-EASTERN REGION,Mizoram,120,108083,51595360000,38674740000
2022-12-31,NORTH-EASTERN REGION,Nagaland,171,195753,97556222000,71979774000
2022-12-31,NORTH-EASTERN REGION,Tripura,430,741713,134939735000,106970915000
2022-12-31,NORTHERN REGION,Chandigarh,385,561174,1295990005000,809632991000
2022-12-31,NORTHERN REGION,Delhi,3500,7177914,24388908384000,14643091053000
2022-12-31,NORTHERN REGION,Haryana,4369,6908342,5753624757000,3718492657000
2022-12-31,NORTHERN REGION,Himachal Pradesh,1394,1020787,564122461000,399796379000
2022-12-31,NORTHERN REGION,Jammu & Kashmir,1468,2588719,1141209229000,832500409000
2022-12-31,NORTHERN REGION,Ladakh,85,73985,42819175000,32392290000
2022-12-31,NORTHERN REGION,Punjab,5914,6629113,5605616380000,2860275320000
2022-12-31,NORTHERN REGION,Rajasthan,6359,11712298,6123788721000,4312593159000
2022-12-31,SOUTHERN REGION,Andhra Pradesh,6117,15576271,6883507860000,5526826691000
2022-12-31,SOUTHERN REGION,Karnataka,8761,19894660,13253999912000,8741288424000
2022-12-31,SOUTHERN REGION,Kerala,5961,11849854,5709277482000,4320636095000
2022-12-31,SOUTHERN REGION,Lakshadweep,13,6305,1821111000,1339285000
2022-12-31,SOUTHERN REGION,Puducherry,217,646017,201417510000,156964422000
2022-12-31,SOUTHERN REGION,Tamil Nadu,11184,40184259,17629585672000,12037582824000
2022-12-31,SOUTHERN REGION,Telangana,4645,11875910,9957733020000,6577253448000
2022-12-31,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,103,122491,75334194000,51733708000
2022-12-31,WESTERN REGION,Goa,647,499139,400117979000,244086566000
2022-12-31,WESTERN REGION,Gujarat,7676,12771838,11034319353000,6931480865000
2022-12-31,WESTERN REGION,Maharashtra,12463,85753704,63565074985000,36717646324000
2023-03-31,CENTRAL REGION,Chhattisgarh,2260,3091736,2176106493000,1503934311000
2023-03-31,CENTRAL REGION,Madhya Pradesh,5978,11734183,5694969090000,3754566829000
2023-03-31,CENTRAL REGION,Uttar Pradesh,13423,21177443,9091086196000,6441258247000
2023-03-31,CENTRAL REGION,Uttarakhand,1828,1676856,995998324000,698922810000
2023-03-31,EASTERN REGION,Andaman & Nicobar Islands,70,70739,47243549000,36747137000
2023-03-31,EASTERN REGION,Bihar,5467,12949890,2642110596000,1973755904000
2023-03-31,EASTERN REGION,Jharkhand,2724,4963601,1429741396000,991919032000
2023-03-31,EASTERN REGION,Odisha,4376,8934020,2773004369000,1922279310000
2023-03-31,EASTERN REGION,Sikkim,164,123613,77951925000,58036072000
2023-03-31,EASTERN REGION,West Bengal,8477,15954201,7598868453000,4890303749000
2023-03-31,NORTH-EASTERN REGION,Arunachal Pradesh,147,129805,90528076000,69126701000
2023-03-31,NORTH-EASTERN REGION,Assam,2473,4477590,1468923940000,1018918632000
2023-03-31,NORTH-EASTERN REGION,Manipur,200,312948,136499547000,104773222000
2023-03-31,NORTH-EASTERN REGION,Meghalaya,269,252439,144321434000,106524008000
2023-03-31,NORTH-EASTERN REGION,Mizoram,121,111899,54055016000,40219384000
2023-03-31,NORTH-EASTERN REGION,Nagaland,176,199446,102300134000,75749572000
2023-03-31,NORTH-EASTERN REGION,Tripura,433,727859,138561698000,108782872000
2023-03-31,NORTHERN REGION,Chandigarh,387,572289,1250742385000,755872819000
2023-03-31,NORTHERN REGION,Delhi,3524,7270725,25011876372000,14962514732000
2023-03-31,NORTHERN REGION,Haryana,4426,7128432,6061944227000,3975005764000
2023-03-31,NORTHERN REGION,Himachal Pradesh,1398,1043441,588510850000,420649254000
2023-03-31,NORTHERN REGION,Jammu & Kashmir,1486,2646924,1186795534000,866020591000
2023-03-31,NORTHERN REGION,Ladakh,85,75532,44348115000,33047034000
2023-03-31,NORTHERN REGION,Punjab,5950,6728426,5951726970000,2910553242000
2023-03-31,NORTHERN REGION,Rajasthan,6475,11966012,6397123408000,4524589363000
2023-03-31,SOUTHERN REGION,Andhra Pradesh,6123,15940925,7153342936000,5745440818000
2023-03-31,SOUTHERN REGION,Karnataka,8830,19888746,13768131157000,9164948504000
2023-03-31,SOUTHERN REGION,Kerala,6004,12250096,6022516663000,4545907984000
2023-03-31,SOUTHERN REGION,Lakshadweep,13,6808,1929149000,1448379000
2023-03-31,SOUTHERN REGION,Puducherry,218,673567,211578797000,164951835000
2023-03-31,SOUTHERN REGION,Tamil Nadu,11299,39869393,18293727500000,12606939827000
2023-03-31,SOUTHERN REGION,Telangana,4668,12154235,10323014997000,6869261631000
2023-03-31,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,103,123391,79522579000,54071938000
2023-03-31,WESTERN REGION,Goa,647,508433,689588196000,255659100000
2023-03-31,WESTERN REGION,Gujarat,7817,12606273,11494436927000,7212700599000
2023-03-31,WESTERN REGION,Maharashtra,12561,93269579,66063792942000,38918789035000
2023-06-30,CENTRAL REGION,Chhattisgarh,2294,3136122,2178229374000,1502920215000
2023-06-30,CENTRAL REGION,Madhya Pradesh,6011,12080080,6057944837000,3765139897000
2023-06-30,CENTRAL REGION,Uttar Pradesh,13513,21782728,9269396344000,6483325796000
2023-06-30,CENTRAL REGION,Uttarakhand,1841,1699298,1011115130000,717061549000
2023-06-30,EASTERN REGION,Andaman & Nicobar Islands,70,72363,48646297000,37544217000
2023-06-30,EASTERN REGION,Bihar,5508,13658076,2728719065000,2021844460000
2023-06-30,EASTERN REGION,Jharkhand,2754,5022595,1469810628000,1010824323000
2023-06-30,EASTERN REGION,Odisha,4420,9069961,2969775515000,2011097846000
2023-06-30,EASTERN REGION,Sikkim,170,125324,79488624000,59352146000
2023-06-30,EASTERN REGION,West Bengal,8522,16420117,7717770609000,4820844711000
2023-06-30,NORTH-EASTERN REGION,Arunachal Pradesh,151,134653,93976681000,71838504000
2023-06-30,NORTH-EASTERN REGION,Assam,2500,4600262,1508297900000,1054522505000
2023-06-30,NORTH-EASTERN REGION,Manipur,202,314426,137913946000,103518732000
2023-06-30,NORTH-EASTERN REGION,Meghalaya,274,257639,150331089000,110867619000
2023-06-30,NORTH-EASTERN REGION,Mizoram,122,114832,55596125000,41457964000
2023-06-30,NORTH-EASTERN REGION,Nagaland,176,203463,105150212000,77158902000
2023-06-30,NORTH-EASTERN REGION,Tripura,439,725640,141553825000,110182040000
2023-06-30,NORTHERN REGION,Chandigarh,379,587220,1262441863000,803117462000
2023-06-30,NORTHERN REGION,Delhi,3450,7354042,25048612893000,15280740341000
2023-06-30,NORTHERN REGION,Haryana,4407,7364527,6187010463000,4008007517000
2023-06-30,NORTHERN REGION,Himachal Pradesh,1423,1066720,609071618000,436421588000
2023-06-30,NORTHERN REGION,Jammu & Kashmir,1524,2714297,1221101086000,890771948000
2023-06-30,NORTHERN REGION,Ladakh,85,78034,47706840000,35729422000
2023-06-30,NORTHERN REGION,Punjab,5933,6858134,5945922858000,2894083876000
2023-06-30,NORTHERN REGION,Rajasthan,6471,12311140,6438274882000,4524721605000
2023-06-30,SOUTHERN REGION,Andhra Pradesh,6111,16173539,7309411476000,5836297566000
2023-06-30,SOUTHERN REGION,Karnataka,8746,21369683,14135230030000,9293732931000
2023-06-30,SOUTHERN REGION,Kerala,6087,12479786,6106746109000,4632066411000
2023-06-30,SOUTHERN REGION,Lakshadweep,13,7021,1991974000,1467434000
2023-06-30,SOUTHERN REGION,Puducherry,220,675870,216250277000,168029885000
2023-06-30,SOUTHERN REGION,Tamil Nadu,11227,40451885,18607377760000,12710957531000
2023-06-30,SOUTHERN REGION,Telangana,4673,12479848,10259854126000,6886140909000
2023-06-30,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,102,125508,77501902000,52856596000
2023-06-30,WESTERN REGION,Goa,638,516063,686169076000,255313575000
2023-06-30,WESTERN REGION,Gujarat,7784,12973604,11538019379000,7085527902000
2023-06-30,WESTERN REGION,Maharashtra,12363,97375273,69913277776000,40717712948000
2023-09-30,CENTRAL REGION,Chhattisgarh,2350,3247400,2440296771000,1610580746000
2023-09-30,CENTRAL REGION,Madhya Pradesh,6086,12511027,6379473114000,4085966163000
2023-09-30,CENTRAL REGION,Uttar Pradesh,13708,22895426,10235124090000,7244944111000
2023-09-30,CENTRAL REGION,Uttarakhand,1874,1819888,1148948261000,814714512000
2023-09-30,EASTERN REGION,Andaman & Nicobar Islands,69,75225,50122766000,38581406000
2023-09-30,EASTERN REGION,Bihar,5576,14239457,2865773622000,2131090811000
2023-09-30,EASTERN REGION,Jharkhand,2786,5152000,1547252672000,1072718852000
2023-09-30,EASTERN REGION,Odisha,4497,9321146,3024569478000,2133516151000
2023-09-30,EASTERN REGION,Sikkim,166,127041,79752581000,61718108000
2023-09-30,EASTERN REGION,West Bengal,8612,16813968,8097003642000,5130283011000
2023-09-30,NORTH-EASTERN REGION,Arunachal Pradesh,154,140422,100062898000,76295192000
2023-09-30,NORTH-EASTERN REGION,Assam,2537,4611969,1603573834000,1122925567000
2023-09-30,NORTH-EASTERN REGION,Manipur,203,308608,139494406000,104113630000
2023-09-30,NORTH-EASTERN REGION,Meghalaya,275,266223,160339715000,118291209000
2023-09-30,NORTH-EASTERN REGION,Mizoram,123,118499,57756947000,43115894000
2023-09-30,NORTH-EASTERN REGION,Nagaland,179,209124,109909103000,80727983000
2023-09-30,NORTH-EASTERN REGION,Tripura,441,725813,149012800000,115979058000
2023-09-30,NORTHERN REGION,Chandigarh,387,589834,1360542107000,851796514000
2023-09-30,NORTHERN REGION,Delhi,3590,7528258,25580899452000,15640359124000
2023-09-30,NORTHERN REGION,Haryana,4516,7746663,6993524107000,4655308420000
2023-09-30,NORTHERN REGION,Himachal Pradesh,1430,1082389,633813033000,456116755000
2023-09-30,NORTHERN REGION,Jammu & Kashmir,1534,2791177,1276348834000,932158059000
2023-09-30,NORTHERN REGION,Ladakh,86,80395,50903216000,37963252000
2023-09-30,NORTHERN REGION,Punjab,6039,7137111,6543219311000,3234848124000
2023-09-30,NORTHERN REGION,Rajasthan,6623,12865385,7379908201000,5033205593000
