dependent,dv_label,column,regressor,coef,se,t,p,ci_lo,ci_hi,N,r2_within
AUG,composite AUG = Access - Usage,(2) + skills,ln_nsdp_pc,0.010531064729605253,0.023222749323646548,0.45348053250878456,0.6510017995445807,-0.03543694365584507,0.05649907311505557,165,0.3061023021071819
AUG,composite AUG = Access - Usage,(3) + resources,c_upi,0.20678555942608706,0.08873133305378084,2.3304683059450095,0.02140992828613797,0.03114732619953514,0.382423792652639,165,0.22201053734800824
AUG,composite AUG = Access - Usage,(3) + resources,upi_x_income_s,-0.03830113896521108,0.030722620263134562,-1.246675532137808,0.21488538736100415,-0.09911468202149104,0.022512404091068874,165,0.22201053734800824
AUG,composite AUG = Access - Usage,(3) + resources,branches_per_lakh_adults,0.010254376505164977,0.004914658709863291,2.0864880168759914,0.03900026391821543,0.0005261109308308323,0.01998264207949912,165,0.22201053734800824
AUG,composite AUG = Access - Usage,(3) + resources,atms_per_lakh_adults,-0.005878919468104688,0.0028425133296609843,-2.0682117500591786,0.04071606325870625,-0.011505500315729014,-0.00025233862048036106,165,0.22201053734800824
AUG,composite AUG = Access - Usage,(3) + resources,ln_nsdp_pc,0.008773697593723226,0.022923616175874174,0.3827361933828334,0.7025759673406173,-0.03660219506703273,0.054149590254479185,165,0.22201053734800824
AUG,composite AUG = Access - Usage,(4) + both,c_upi,0.24220176965858883,0.0979904896913249,2.4716864914292898,0.014826968235799987,0.048219808172795836,0.4361837311443818,165,0.11846594827206935
AUG,composite AUG = Access - Usage,(4) + both,upi_x_diglit_w,0.017750961982019337,0.031190908241522534,0.5691069283576864,0.5703298405120103,-0.04399455618278657,0.07949648014682524,165,0.11846594827206935
AUG,composite AUG = Access - Usage,(4) + both,upi_x_income_s,-0.05702660624544382,0.03660605559853018,-1.5578462446452048,0.12186006998002807,-0.12949194946016931,0.01543873696928167,165,0.11846594827206935
AUG,composite AUG = Access - Usage,(4) + both,branches_per_lakh_adults,0.011379231616693861,0.005307675698977959,2.143919911852383,0.03402343572768496,0.0008721574479506073,0.021886305785437113,165,0.11846594827206935
AUG,composite AUG = Access - Usage,(4) + both,atms_per_lakh_adults,-0.005827055215448747,0.002757519774729432,-2.113150835344598,0.0366254602886964,-0.011285841026427634,-0.0003682694044698596,165,0.11846594827206935
AUG,composite AUG = Access - Usage,(4) + both,ln_nsdp_pc,0.010007525847627086,0.024646938967485245,0.40603524278731823,0.6854279940345482,-0.0387835515374743,0.05879860323272848,165,0.11846594827206935
