state_raw,year_label,fy_end,value,table,source_title,source_url
Arunachal Pradesh,2007,2007,72.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Arunachal Pradesh,2008,2008,74.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Arunachal Pradesh,2009,2009,77.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Arunachal Pradesh,2010,2010,80.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Arunachal Pradesh,2011,2011,86.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Arunachal Pradesh,2012,2012,96.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Arunachal Pradesh,2013,2013,106.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Arunachal Pradesh,2014,2014,128.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Assam,2004,2004,1256.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Assam,2005,2005,1272.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Assam,2006,2006,1273.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Assam,2007,2007,1307.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Assam,2008,2008,1368.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
